Paper,Clade.2,Method,Taxon,EBM.ref.sp,BM.g,mature,sex,FC,FL,Living
Fieldetal2013,Columbiformes,Physical,Chalcophaps_stephani,104729,141,,M,7.07,28.36,1
Fieldetal2013,Columbiformes,Physical,Chalcophaps_stephani,105531,141,,M,7.27,30.92,1
Fieldetal2013,Columbiformes,Physical,Chalcophaps_stephani,105858,141,,M,6.47,28.29,1
Fieldetal2013,Columbiformes,Physical,Chalcophaps_stephani,105859,141,,F,7.12,29.16,1
Fieldetal2013,Columbiformes,Physical,Chalcophaps_stephani,105153,141,,F,7.29,29.1,1
Fieldetal2013,Columbiformes,Physical,Chalcophaps_stephani,105205,141,,F,7.4,27.25,1
Fieldetal2013,Columbiformes,Physical,Chalcophaps_stephani,104728,141,,F,7.29,28.71,1
Fieldetal2013,Columbiformes,Physical,Columba_livia,107621,340,,F,11.11,40.86,1
Fieldetal2013,Columbiformes,Physical,Columba_livia,107623,340,,F,10.07,41.05,1
Fieldetal2013,Columbiformes,Physical,Columba_livia,109527,340,,F,10.67,41.23,1
Fieldetal2013,Columbiformes,Physical,Columba_livia,107622,340,,F,10.92,40.61,1
Fieldetal2013,Columbiformes,Physical,Columba_livia,105961,369,,M,9.94,40.74,1
Fieldetal2013,Columbiformes,Physical,Columba_livia,10078,369,,M,12.71,42.78,1
Fieldetal2013,Columbiformes,Physical,Columba_livia,109526,369,,M,12.05,40.58,1
Fieldetal2013,Columbiformes,Physical,Columba_oenas,103356,302,,M,10.7,39.07,1
Fieldetal2013,Columbiformes,Physical,Macropygia_amboinensis,105860,237,,M,7.7,32.56,1
Fieldetal2013,Columbiformes,Physical,Macropygia_nigrirostris,105534,90.1,,M,6.6,28.85,1
Fieldetal2013,Columbiformes,Physical,Macropygia_nigrirostris,104817,90.1,,M,6.57,27.53,1
Fieldetal2013,Columbiformes,Physical,Macropygia_nigrirostris,105157,90.1,,M,6.5,28.24,1
Fieldetal2013,Columbiformes,Physical,Macropygia_phasianella,103767,237,,M,8.66,36.56,1
Fieldetal2013,Columbiformes,Physical,Macropygia_phasianella,110041,237,,M,8.92,37.05,1
Fieldetal2013,Columbiformes,Physical,Oena_capensis,110027,40.6,,F,4.38,17.48,1
Fieldetal2013,Columbiformes,Physical,Streptopelia_roseogrisea,112380,155,,M,8.06,28.85,1
Fieldetal2013,Coraciiformes,Physical,Buceros_bicornis,103256,2591,,F,28.71,88.3,1
Fieldetal2013,Coraciiformes,Physical,Coracias_benghalensis,107211,171,,F,8.06,31.92,1
Fieldetal2013,Coraciiformes,Physical,Eurystomus_glaucurus,103549,110,,F,7.16,27.44,1
Fieldetal2013,Falconiformes,Physical,Falco_berigora,104779,506,,M,17.14,62.21,1
Fieldetal2013,Falconiformes,Physical,Falco_berigora,104778,681,,F,16.65,66.67,1
Fieldetal2013,Falconiformes,Physical,Falco_columbarius,110888,163,,M,10.79,41.22,1
Fieldetal2013,Falconiformes,Physical,Falco_columbarius,111234,218,,F,12.52,47.06,1
Fieldetal2013,Falconiformes,Physical,Falco_mexicanus,111235,560,,M,15.66,62.65,1
Fieldetal2013,Falconiformes,Physical,Falco_novaezeelandiae,110748,531,,F,18.33,65.43,1
Fieldetal2013,Falconiformes,Physical,Falco_sparverius,109163,111,,M,9.52,37.38,1
Fieldetal2013,Falconiformes,Physical,Falco_sparverius,107602,111,,M,8.37,35.32,1
Fieldetal2013,Falconiformes,Physical,Falco_sparverius,107603,120,,F,8.97,37.84,1
Fieldetal2013,Falconiformes,Physical,Falco_sparverius,111237,120,,F,9.38,37.18,1
Fieldetal2013,Falconiformes,Physical,Micrastur_ruficollis,107598,196,,F,13.1,42.37,1
Fieldetal2013,Galliformes,Physical,Bonasa_umbellus,110398,498,,M,14.11,58.66,1
Fieldetal2013,Galliformes,Physical,Bonasa_umbellus,111155,566,,F,15.81,57.76,1
Fieldetal2013,Galliformes,Physical,Bonasa_umbellus,111230,566,,M,16.78,63.06,1
Fieldetal2013,Galliformes,Physical,Bonasa_umbellus,112340,566,,M,17.05,60.2,1
Fieldetal2013,Galliformes,Physical,Bonasa_umbellus,112341,566,,M,17.35,58.56,1
Fieldetal2013,Galliformes,Physical,Callipepla_californica,103887,186,,M,11.04,42.57,1
Fieldetal2013,Galliformes,Physical,Callipepla_gambelii,110399,162,,F,11.24,39.64,1
Fieldetal2013,Galliformes,Physical,Callipepla_gambelii,110879,162,,F,10.91,38.03,1
Fieldetal2013,Galliformes,Physical,Callipepla_gambelii,110400,170,,M,11.42,39.82,1
Fieldetal2013,Galliformes,Physical,Callipepla_gambelii,104294,170,,M,11.26,40.1,1
Fieldetal2013,Galliformes,Physical,Centrocercus_urophasianus,111241,1745,,F,25.08,77.49,1
Fieldetal2013,Galliformes,Physical,Dendragapus_obscurus,109143,1212,,M,22.67,76.81,1
Fieldetal2013,Galliformes,Physical,Leipoa_ocellata,137673,2035,,M,31.38,89.34,1
Fieldetal2013,Galliformes,Physical,Lophura_diardi,111060,1420,,M,27.1,79.61,1
Fieldetal2013,Galliformes,Physical,Megapodius_eremita,104839,711,,M,17.54,48.05,1
Fieldetal2013,Galliformes,Physical,Megapodius_freycinet,103084,647,,F,19.02,59.15,1
Fieldetal2013,Galliformes,Physical,Meleagris_gallopavo,102053,4300,,F,35.1,135.58,1
Fieldetal2013,Galliformes,Physical,Meleagris_gallopavo,102057,7800,,M,34.59,127.82,1
Fieldetal2013,Galliformes,Physical,Numida_meleagris,105526,1299,,F,25.66,89.76,1
Fieldetal2013,Galliformes,Physical,Ortalis_vetula,105900,542,,F,16.96,63.74,1
Fieldetal2013,Galliformes,Physical,Ortalis_vetula,102075,584,,M,21.11,77.58,1
Fieldetal2013,Galliformes,Physical,Pauxi_pauxi,2103,3600,,M,30.44,108.67,1
Fieldetal2013,Galliformes,Physical,Pavo_cristatus,102516,4766,,M,37.92,110.6,1
Fieldetal2013,Galliformes,Physical,Phasianus_colchicus,110621,953,,F,17.65,75.69,1
Fieldetal2013,Galliformes,Physical,Phasianus_colchicus,104406,1317,,M,27.77,92.48,1
Fieldetal2013,Galliformes,Physical,Syrmaticus_reevesii,109060,949,,F,24.23,73.86,1
Fieldetal2013,Gruiformes,Physical,Amaurornis_phoenicurus,107196,180,,M,11.8,51.26,1
Fieldetal2013,Gruiformes,Physical,Amaurornis_phoenicurus,107197,180,,M,11.3,50.56,1
Fieldetal2013,Gruiformes,Physical,Anurolimnas_viridis,105994,60,,M,7.02,32.2,1
Fieldetal2013,Gruiformes,Physical,Ardeotis_kori,105280,5620,,F,44.11,109.22,1
Fieldetal2013,Gruiformes,Physical,Eurypyga_helias,104542,210,,F,10.02,35.58,1
Fieldetal2013,Gruiformes,Physical,Fulica_americana,102167,560,,F,15.04,55.88,1
Fieldetal2013,Gruiformes,Physical,Fulica_americana,110245,560,,F,16.2,48.26,1
Fieldetal2013,Gruiformes,Physical,Fulica_americana,102245,724,,M,17.61,56.15,1
Fieldetal2013,Gruiformes,Physical,Fulica_americana,108017,724,,M,15.54,54.16,1
Fieldetal2013,Gruiformes,Physical,Fulica_americana,109179,724,,M,14.89,55.53,1
Fieldetal2013,Gruiformes,Physical,Fulica_americana,105110,724,,M,16.2,52.93,1
Fieldetal2013,Gruiformes,Physical,Gallicrex_cinerea,107198,503,,M,14.31,62.45,1
Fieldetal2013,Gruiformes,Physical,Grus_canadensis,102539,2982,,F,40.23,119.69,1
Fieldetal2013,Gruiformes,Physical,Grus_canadensis,110401,2982,,F,27.66,124.55,1
Fieldetal2013,Gruiformes,Physical,Grus_canadensis,111250,2982,,F,41.3,120.39,1
Fieldetal2013,Gruiformes,Physical,Grus_canadensis,102538,3350,,M,37.68,131.15,1
Fieldetal2013,Gruiformes,Physical,Heliornis_fulica,109146,132,,M,8.23,27.13,1
Fieldetal2013,Gruiformes,Physical,Heliornis_fulica,109145,132,,F,8.86,27.69,1
Fieldetal2013,Gruiformes,Physical,Heliornis_fulica,12405,132,,M,8.37,26.93,1
Fieldetal2013,Gruiformes,Physical,Porphyrio_flavirostris,109144,93.3,,M,8.25,38.51,1
Fieldetal2013,Gruiformes,Physical,Porphyrio_martinica,111086,257,,M,11.61,50.74,1
Fieldetal2013,Gruiformes,Physical,Porphyrio_porphyrio,110751,1091,,M,24,79.94,1
Fieldetal2013,Gruiformes,Physical,Porphyrio_porphyrio,110750,1091,,M,22.13,84.14,1
Fieldetal2013,Gruiformes,Physical,Porzana_pusilla,107203,35.4,,M,6.24,27.58,1
Fieldetal2013,Gruiformes,Physical,Porzana_pusilla,107200,35.4,,M,5.94,30.06,1
Fieldetal2013,Gruiformes,Physical,Porzana_pusilla,107201,35.4,,F,5.97,28.29,1
Fieldetal2013,Gruiformes,Physical,Porzana_pusilla,107204,35.4,,M,5.8,31.1,1
Fieldetal2013,Gruiformes,Physical,Porzana_pusilla,107202,35.4,,F,5.89,28.36,1
Fieldetal2013,Gruiformes,Physical,Psophia_crepitans,102505,1026,,F,23.2,67.84,1
Fieldetal2013,Gruiformes,Physical,Psophia_viridis,104524,1071,,F,22.5,70.21,1
Fieldetal2013,Gruiformes,Physical,Rallina_forbesi,105432,88.4,,M,9.11,40.46,1
Fieldetal2013,Gruiformes,Physical,Rallus_longirostris,101244,257,,F,10.97,53.21,1
Fieldetal2013,Gruiformes,Physical,Rallus_longirostris,109056,257,,F,12.22,55.18,1
Fieldetal2013,Gruiformes,Physical,Rallus_longirostris,106124,257,,F,11.59,53.73,1
Fieldetal2013,Gruiformes,Physical,Rallus_longirostris,109055,322,,M,12.03,56.08,1
Fieldetal2013,Gruiformes,Physical,Rallus_longirostris,110380,322,,M,13.53,57.71,1
Fieldetal2013,Passeriformes,Physical,Agelaius_phoeniceus,112184,65.3,,M,6.41,25.81,1
Fieldetal2013,Passeriformes,Physical,Agelaius_phoeniceus,109518,65.3,,M,6.22,26.03,1
Fieldetal2013,Passeriformes,Physical,Agelaius_phoeniceus,108497,65.3,,M,5.67,23.92,1
Fieldetal2013,Passeriformes,Physical,Agelaius_phoeniceus,109443,65.3,,M,5.72,25.18,1
Fieldetal2013,Passeriformes,Physical,Agelaius_phoeniceus,109444,65.3,,M,6.36,25.45,1
Fieldetal2013,Passeriformes,Physical,Dives_dives,105883,83.4,,F,7.84,31.41,1
Fieldetal2013,Passeriformes,Physical,Dives_dives,105895,83.4,,F,7.67,30.25,1
Fieldetal2013,Passeriformes,Physical,Dolichonyx_oryzivorus,110355,29.2,,F,4.57,21.77,1
Fieldetal2013,Passeriformes,Physical,Dolichonyx_oryzivorus,110356,29.2,,F,4.82,22.1,1
Fieldetal2013,Passeriformes,Physical,Dolichonyx_oryzivorus,110357,29.2,,F,4.43,21.47,1
Fieldetal2013,Passeriformes,Physical,Dolichonyx_oryzivorus,110360,29.2,,F,4.37,22.03,1
Fieldetal2013,Passeriformes,Physical,Dolichonyx_oryzivorus,110362,29.2,,F,4.68,22.14,1
Fieldetal2013,Passeriformes,Physical,Dolichonyx_oryzivorus,110306,33.9,,M,4.98,22.77,1
Fieldetal2013,Passeriformes,Physical,Dolichonyx_oryzivorus,110358,33.9,,M,5.07,20.88,1
Fieldetal2013,Passeriformes,Physical,Dolichonyx_oryzivorus,110363,33.9,,M,4.85,22.94,1
Fieldetal2013,Passeriformes,Physical,Dolichonyx_oryzivorus,110359,33.9,,M,4.71,22.08,1
Fieldetal2013,Passeriformes,Physical,Dolichonyx_oryzivorus,110361,33.9,,M,5.03,22.6,1
Fieldetal2013,Passeriformes,Physical,Euphagus_carolinus,108320,55.2,,F,6.28,24.76,1
Fieldetal2013,Passeriformes,Physical,Euphagus_carolinus,108331,55.2,,F,5.61,24.2,1
Fieldetal2013,Passeriformes,Physical,Euphagus_carolinus,102206,64.3,,M,5.58,25.28,1
Fieldetal2013,Passeriformes,Physical,Euphagus_carolinus,108321,64.3,,M,6.08,26.39,1
Fieldetal2013,Passeriformes,Physical,Euphagus_carolinus,108322,64.3,,M,5.66,25.25,1
Fieldetal2013,Passeriformes,Physical,Euphagus_carolinus,108323,64.3,,M,6.16,25.21,1
Fieldetal2013,Passeriformes,Physical,Euphagus_cyanocephalus,103624,58.1,,F,5.88,24.37,1
Fieldetal2013,Passeriformes,Physical,Euphagus_cyanocephalus,103582,67.2,,M,6.49,26.44,1
Fieldetal2013,Passeriformes,Physical,Geothlypis_trichas,108720,9.2,,F,3.11,13.7,1
Fieldetal2013,Passeriformes,Physical,Geothlypis_trichas,108707,9.2,,F,3.44,14.68,1
Fieldetal2013,Passeriformes,Physical,Geothlypis_trichas,108721,9.2,,F,3.38,13.69,1
Fieldetal2013,Passeriformes,Physical,Geothlypis_trichas,105956,9.2,,F,3.44,14.45,1
Fieldetal2013,Passeriformes,Physical,Geothlypis_trichas,105957,9.2,,F,3.35,14.07,1
Fieldetal2013,Passeriformes,Physical,Geothlypis_trichas,103495,9.7,,M,3.3,14.08,1
Fieldetal2013,Passeriformes,Physical,Geothlypis_trichas,103751,9.7,,M,3.49,14.89,1
Fieldetal2013,Passeriformes,Physical,Icteria_virens,108744,24.4,,M,4.35,21.2,1
Fieldetal2013,Passeriformes,Physical,Icteria_virens,104535,24.4,,M,4.78,20.88,1
Fieldetal2013,Passeriformes,Physical,Icteria_virens,110258,24.4,,M,4.89,28.66,1
Fieldetal2013,Passeriformes,Physical,Icteria_virens,110261,24.4,,M,4.45,20.98,1
Fieldetal2013,Passeriformes,Physical,Icteria_virens,109975,25.4,,F,4.23,19.32,1
Fieldetal2013,Passeriformes,Physical,Icteria_virens,108743,25.4,,F,4.7,19.57,1
Fieldetal2013,Passeriformes,Physical,Icterus_bullockii,103853,37.9,,M,4.74,19.31,1
Fieldetal2013,Passeriformes,Physical,Icterus_galbula,108325,31.8,,F,4.6,20.55,1
Fieldetal2013,Passeriformes,Physical,Icterus_galbula,108326,31.8,,F,4.54,19.71,1
Fieldetal2013,Passeriformes,Physical,Icterus_galbula,108327,31.8,,F,4.48,20.04,1
Fieldetal2013,Passeriformes,Physical,Icterus_galbula,108498,31.8,,F,4.78,20.87,1
Fieldetal2013,Passeriformes,Physical,Icterus_galbula,104626,33.9,,M,4.92,20.74,1
Fieldetal2013,Passeriformes,Physical,Icterus_galbula,110632,33.9,,M,4.73,19.89,1
Fieldetal2013,Passeriformes,Physical,Icterus_galbula,102444,33.9,,M,5.01,20.91,1
Fieldetal2013,Passeriformes,Physical,Icterus_graduacauda,107758,42.2,,M,5.83,23.91,1
Fieldetal2013,Passeriformes,Physical,Icterus_gularis,110439,59.1,,M,6.49,26.54,1
Fieldetal2013,Passeriformes,Physical,Icterus_icterus,102633,77.4,,M,7.01,29.61,1
Fieldetal2013,Passeriformes,Physical,Icterus_spurius,102818,19.9,,M,4.01,18.12,1
Fieldetal2013,Passeriformes,Physical,Icterus_spurius,107050,19.9,,M,4.35,17.67,1
Fieldetal2013,Passeriformes,Physical,Icterus_spurius,107759,19.9,,M,4.16,17.56,1
Fieldetal2013,Passeriformes,Physical,Icterus_spurius,111109,19.9,,M,4.12,17.86,1
Fieldetal2013,Passeriformes,Physical,Junco_hyemalis,108913,17.9,,F,3.49,16.66,1
Fieldetal2013,Passeriformes,Physical,Junco_hyemalis,108921,17.9,,F,4.34,19.04,1
Fieldetal2013,Passeriformes,Physical,Junco_hyemalis,108910,17.9,,F,3.83,17.01,1
Fieldetal2013,Passeriformes,Physical,Junco_hyemalis,108924,19.3,,M,3.58,16.54,1
Fieldetal2013,Passeriformes,Physical,Junco_hyemalis,108925,19.3,,M,3.49,17.19,1
Fieldetal2013,Passeriformes,Physical,Junco_hyemalis,108920,19.3,,M,3.55,16.5,1
Fieldetal2013,Passeriformes,Physical,Junco_hyemalis,108917,19.3,,M,3.46,16.78,1
Fieldetal2013,Passeriformes,Physical,Junco_hyemalis,108918,19.3,,M,3.36,16.68,1
Fieldetal2013,Passeriformes,Physical,Melospiza_lincolnii,108995,16.6,,M,3.97,16.77,1
Fieldetal2013,Passeriformes,Physical,Melospiza_lincolnii,108997,16.6,,M,3.72,17.28,1
Fieldetal2013,Passeriformes,Physical,Melospiza_lincolnii,108998,16.6,,M,3.75,18.13,1
Fieldetal2013,Passeriformes,Physical,Melospiza_lincolnii,110327,16.6,,M,4.07,17.72,1
Fieldetal2013,Passeriformes,Physical,Melospiza_lincolnii,110331,16.6,,M,3.91,18.42,1
Fieldetal2013,Passeriformes,Physical,Melospiza_lincolnii,110259,16.6,,F,3.69,17.05,1
Fieldetal2013,Passeriformes,Physical,Melospiza_lincolnii,110332,16.6,,F,3.69,17.31,1
Fieldetal2013,Passeriformes,Physical,Melospiza_lincolnii,108992,16.6,,F,3.93,16.8,1
Fieldetal2013,Passeriformes,Physical,Melospiza_lincolnii,110262,16.6,,F,3.5,17.02,1
Fieldetal2013,Passeriformes,Physical,Melospiza_melodia,103515,19.5,,F,4.04,18.86,1
Fieldetal2013,Passeriformes,Physical,Melospiza_melodia,109023,19.5,,F,3.83,18.4,1
Fieldetal2013,Passeriformes,Physical,Melospiza_melodia,109012,19.5,,F,4.01,18.36,1
Fieldetal2013,Passeriformes,Physical,Melospiza_melodia,109002,19.5,,F,4.3,17.85,1
Fieldetal2013,Passeriformes,Physical,Melospiza_melodia,109015,19.5,,F,4.23,17.84,1
Fieldetal2013,Passeriformes,Physical,Melospiza_melodia,105835,20.5,,M,4.35,18.85,1
Fieldetal2013,Passeriformes,Physical,Melospiza_melodia,105836,20.5,,M,4.4,18.74,1
Fieldetal2013,Passeriformes,Physical,Melospiza_melodia,109000,20.5,,M,4.12,18.68,1
Fieldetal2013,Passeriformes,Physical,Melospiza_melodia,108999,20.5,,M,4.07,18.19,1
Fieldetal2013,Passeriformes,Physical,Melospiza_melodia,107789,20.5,,M,3.97,18.43,1
Fieldetal2013,Passeriformes,Physical,Microligea_palustris,105241,13.2,,F,3.13,15.5,1
Fieldetal2013,Passeriformes,Physical,Microligea_palustris,109680,13.2,,F,3.52,14.94,1
Fieldetal2013,Passeriformes,Physical,Microligea_palustris,109681,13.2,,M,3.39,15.2,1
Fieldetal2013,Passeriformes,Physical,Microligea_palustris,109679,13.2,,M,3.44,15.2,1
Fieldetal2013,Passeriformes,Physical,Microligea_palustris,105197,13.2,,M,3.28,15.67,1
Fieldetal2013,Passeriformes,Physical,Molothrus_aeneus,105915,56.9,,F,5.5,23.66,1
Fieldetal2013,Passeriformes,Physical,Molothrus_aeneus,107760,56.9,,F,5.53,23.32,1
Fieldetal2013,Passeriformes,Physical,Molothrus_aeneus,107762,56.9,,F,5.89,24.16,1
Fieldetal2013,Passeriformes,Physical,Molothrus_aeneus,107763,56.9,,F,5.64,23.2,1
Fieldetal2013,Passeriformes,Physical,Molothrus_aeneus,107764,56.9,,F,5.12,23.07,1
Fieldetal2013,Passeriformes,Physical,Molothrus_ater,108499,38.1,,F,4.87,19.24,1
Fieldetal2013,Passeriformes,Physical,Molothrus_ater,108500,38.1,,F,5.07,20.67,1
Fieldetal2013,Passeriformes,Physical,Molothrus_ater,108330,48.7,,M,4.98,21.54,1
Fieldetal2013,Passeriformes,Physical,Molothrus_ater,108502,48.7,,M,5.18,21.63,1
Fieldetal2013,Passeriformes,Physical,Molothrus_ater,109519,48.7,,M,5.07,20.86,1
Fieldetal2013,Passeriformes,Physical,Molothrus_ater,112187,48.7,,M,5.48,21.62,1
Fieldetal2013,Passeriformes,Physical,Oporornis_agilis,110264,13.3,,F,3.35,16.39,1
Fieldetal2013,Passeriformes,Physical,Oporornis_agilis,109411,13.3,,F,3.5,16.63,1
Fieldetal2013,Passeriformes,Physical,Oporornis_formosus,108693,14,,M,3.24,15.11,1
Fieldetal2013,Passeriformes,Physical,Oporornis_philadelphia,109499,11.5,,F,3.22,15.37,1
Fieldetal2013,Passeriformes,Physical,Oporornis_philadelphia,109412,11.5,,F,3.33,15.56,1
Fieldetal2013,Passeriformes,Physical,Oporornis_philadelphia,108694,12,,M,3.19,16.11,1
Fieldetal2013,Passeriformes,Physical,Oporornis_tolmiei,112122,10.4,,M,2.47,14.87,1
Fieldetal2013,Passeriformes,Physical,Oporornis_tolmiei,109413,10.4,,F,3.13,14.5,1
Fieldetal2013,Passeriformes,Physical,Parula_americana,103848,8.6,,M,2.72,12.05,1
Fieldetal2013,Passeriformes,Physical,Parula_americana,108781,8.6,,M,3.05,11.46,1
Fieldetal2013,Passeriformes,Physical,Parula_americana,108782,8.6,,M,3.55,12.52,1
Fieldetal2013,Passeriformes,Physical,Parula_americana,108784,8.6,,M,3.02,11.8,1
Fieldetal2013,Passeriformes,Physical,Parula_americana,110333,8.6,,M,2.86,12.63,1
Fieldetal2013,Passeriformes,Physical,Parula_americana,108783,8.6,,F,2.59,12.1,1
Fieldetal2013,Passeriformes,Physical,Parula_americana,109414,8.6,,F,3.13,11.71,1
Fieldetal2013,Passeriformes,Physical,Parula_americana,108780,8.6,,F,2.64,11,1
Fieldetal2013,Passeriformes,Physical,Parula_americana,102393,8.6,,F,3,12.98,1
Fieldetal2013,Passeriformes,Physical,Parula_americana,103344,8.6,,F,2.75,11.82,1
Fieldetal2013,Passeriformes,Physical,Parula_pitiayumi,104219,7.2,,M,2.95,12.33,1
Fieldetal2013,Passeriformes,Physical,Passerculus_sandwichensis,103567,19.5,,F,3.79,16.02,1
Fieldetal2013,Passeriformes,Physical,Passerculus_sandwichensis,108896,19.5,,F,3.93,15.5,1
Fieldetal2013,Passeriformes,Physical,Passerculus_sandwichensis,108897,19.5,,F,3.75,16.68,1
Fieldetal2013,Passeriformes,Physical,Passerculus_sandwichensis,108893,19.5,,F,3.38,16.29,1
Fieldetal2013,Passeriformes,Physical,Passerculus_sandwichensis,110322,19.5,,F,3.75,16.53,1
Fieldetal2013,Passeriformes,Physical,Passerculus_sandwichensis,104592,20.6,,M,3.66,16.51,1
Fieldetal2013,Passeriformes,Physical,Passerculus_sandwichensis,105324,20.6,,M,3.63,16.64,1
Fieldetal2013,Passeriformes,Physical,Passerculus_sandwichensis,104427,20.6,,M,4.01,16.76,1
Fieldetal2013,Passeriformes,Physical,Passerculus_sandwichensis,108892,20.6,,M,3.77,17.02,1
Fieldetal2013,Passeriformes,Physical,Passerculus_sandwichensis,103561,20.6,,M,3.69,16.85,1
Fieldetal2013,Passeriformes,Physical,Phaenicophilus_palmarum,105204,30.5,,M,4.95,20.15,1
Fieldetal2013,Passeriformes,Physical,Phaenicophilus_palmarum,109687,30.5,,M,4.56,19.51,1
Fieldetal2013,Passeriformes,Physical,Phaenicophilus_palmarum,109688,30.5,,M,4.62,19.71,1
Fieldetal2013,Passeriformes,Physical,Phaenicophilus_palmarum,109689,30.5,,F,4.37,19.79,1
Fieldetal2013,Passeriformes,Physical,Phaenicophilus_palmarum,109685,30.5,,F,4.85,19.12,1
Fieldetal2013,Passeriformes,Physical,Phaenicophilus_palmarum,109686,30.5,,F,4.56,19.75,1
Fieldetal2013,Passeriformes,Physical,Phaenicophilus_palmarum,109684,30.5,,F,4.57,19.99,1
Fieldetal2013,Passeriformes,Physical,Pooecetes_gramineus,109352,24.9,,F,3.88,18.8,1
Fieldetal2013,Passeriformes,Physical,Pooecetes_gramineus,112165,24.9,,F,3.85,17.95,1
Fieldetal2013,Passeriformes,Physical,Pooecetes_gramineus,109989,24.9,,F,3.74,17.58,1
Fieldetal2013,Passeriformes,Physical,Pooecetes_gramineus,109990,24.9,,F,4.29,17.58,1
Fieldetal2013,Passeriformes,Physical,Pooecetes_gramineus,109991,26.5,,M,4.02,17.87,1
Fieldetal2013,Passeriformes,Physical,Pooecetes_gramineus,109992,26.5,,M,3.96,17.76,1
Fieldetal2013,Passeriformes,Physical,Pooecetes_gramineus,109993,26.5,,M,3.9,18.06,1
Fieldetal2013,Passeriformes,Physical,Pooecetes_gramineus,109994,26.5,,M,4.04,18.64,1
Fieldetal2013,Passeriformes,Physical,Pooecetes_gramineus,109995,26.5,,M,4.04,18.4,1
Fieldetal2013,Passeriformes,Physical,Quiscalus_major,110953,206,,M,8.94,40.9,1
Fieldetal2013,Passeriformes,Physical,Quiscalus_major,110440,206,,M,9.13,38.44,1
Fieldetal2013,Passeriformes,Physical,Quiscalus_major,110441,206,,M,8.53,38.98,1
Fieldetal2013,Passeriformes,Physical,Quiscalus_mexicanus,107757,116,,F,6.94,31.88,1
Fieldetal2013,Passeriformes,Physical,Quiscalus_nicaraguensis,110954,47.8,,F,6.17,26.74,1
Fieldetal2013,Passeriformes,Physical,Quiscalus_quiscula,109525,92.2,,F,7.59,30.54,1
Fieldetal2013,Passeriformes,Physical,Quiscalus_quiscula,112188,92.2,,F,7.21,28.91,1
Fieldetal2013,Passeriformes,Physical,Quiscalus_quiscula,104591,120,,M,8.44,33.71,1
Fieldetal2013,Passeriformes,Physical,Quiscalus_quiscula,106101,120,,M,7.46,29.23,1
Fieldetal2013,Passeriformes,Physical,Quiscalus_quiscula,103734,120,,M,7.93,32.6,1
Fieldetal2013,Passeriformes,Physical,Spindalis_zena,103423,21.1,,F,4.26,19.24,1
Fieldetal2013,Passeriformes,Physical,Spindalis_zena,104242,21.1,,M,4.1,18.57,1
Fieldetal2013,Passeriformes,Physical,Spindalis_zena,105202,21.1,,M,4.08,17.31,1
Fieldetal2013,Passeriformes,Physical,Sturnella_magna,110008,76,,F,7.16,31.2,1
Fieldetal2013,Passeriformes,Physical,Sturnella_magna,104621,76,,F,7.29,30.84,1
Fieldetal2013,Passeriformes,Physical,Sturnella_neglecta,104371,89.4,,F,6.71,28.5,1
Fieldetal2013,Passeriformes,Physical,Sturnella_neglecta,104373,89.4,,F,6.8,28.02,1
Fieldetal2013,Passeriformes,Physical,Sturnella_neglecta,104393,89.4,,F,6.87,29.05,1
Fieldetal2013,Passeriformes,Physical,Sturnella_neglecta,104391,89.4,,F,6.68,28.46,1
Fieldetal2013,Passeriformes,Physical,Sturnella_neglecta,104388,112,,M,7.43,32.2,1
Fieldetal2013,Passeriformes,Physical,Sturnella_neglecta,104372,112,,M,7.62,31.03,1
Fieldetal2013,Passeriformes,Physical,Sturnella_neglecta,104390,112,,M,7.37,29.8,1
Fieldetal2013,Passeriformes,Physical,Sturnella_neglecta,104381,112,,M,7.82,32.58,1
Fieldetal2013,Passeriformes,Physical,Vermivora_celata,112127,9.4,,F,3.03,12.7,1
Fieldetal2013,Passeriformes,Physical,Vermivora_celata,103564,9.4,,F,2.98,12.2,1
Fieldetal2013,Passeriformes,Physical,Vermivora_peregrina,108869,8.9,,M,2.8,12.43,1
Fieldetal2013,Passeriformes,Physical,Vermivora_peregrina,108870,8.9,,M,3.02,13.18,1
Fieldetal2013,Passeriformes,Physical,Vermivora_peregrina,108871,8.9,,M,2.73,11.77,1
Fieldetal2013,Passeriformes,Physical,Vermivora_peregrina,108866,8.9,,M,3.03,12.97,1
Fieldetal2013,Passeriformes,Physical,Vermivora_peregrina,108867,8.9,,M,2.78,12.55,1
Fieldetal2013,Passeriformes,Physical,Vermivora_peregrina,109426,8.9,,F,2.62,12.36,1
Fieldetal2013,Passeriformes,Physical,Vermivora_peregrina,108868,8.9,,F,2.94,12.78,1
Fieldetal2013,Passeriformes,Physical,Vermivora_peregrina,108864,8.9,,F,2.44,12.9,1
Fieldetal2013,Passeriformes,Physical,Vermivora_ruficapilla,108879,8.3,,M,2.58,12.56,1
Fieldetal2013,Passeriformes,Physical,Vermivora_ruficapilla,108880,8.3,,M,2.75,12.05,1
Fieldetal2013,Passeriformes,Physical,Vermivora_ruficapilla,108881,8.3,,M,2.75,12.45,1
Fieldetal2013,Passeriformes,Physical,Vermivora_virginae,112129,8.2,,F,2.64,12.99,1
Fieldetal2013,Passeriformes,Physical,Wilsonia_canadensis,110294,9.8,,F,3.28,13.77,1
Fieldetal2013,Passeriformes,Physical,Wilsonia_canadensis,110297,9.8,,F,3.16,13.75,1
