Paper,Clade.2,Method,Taxon,EBM.ref.sp,BM.g,mature,sex,FC,FL,Living
Fieldetal2013,Anseriformes,Physical,Branta_hutchinsii,103258,2180,,M,16.68,55.67,1
Fieldetal2013,Anseriformes,Physical,Branta_leucopsis,103490,1788,,M,25.46,69.19,1
Fieldetal2013,Anseriformes,Physical,Bucephala_albeola,109901,473,,M,12.86,39.99,1
Fieldetal2013,Anseriformes,Physical,Bucephala_clangula,112316,1120,,M,15.62,49.55,1
Fieldetal2013,Anseriformes,Physical,Bucephala_clangula,111215,1120,,M,14.02,50.34,1
Fieldetal2013,Anseriformes,Physical,Bucephala_clangula,109903,1120,,M,15.11,50.97,1
Fieldetal2013,Anseriformes,Physical,Chloephaga_hybrida,105132,2575,,M,23.64,81.66,1
Fieldetal2013,Anseriformes,Physical,Chloephaga_hybrida,104232,2575,,M,23.77,80.88,1
Fieldetal2013,Anseriformes,Physical,Clangula_hyemalis,107589,814,,F,13.4,40.42,1
Fieldetal2013,Anseriformes,Physical,Clangula_hyemalis,109701,814,,F,14.77,42.57,1
Fieldetal2013,Anseriformes,Physical,Clangula_hyemalis,109702,814,,F,13.4,39.39,1
Fieldetal2013,Anseriformes,Physical,Clangula_hyemalis,107587,814,,F,14.23,39.54,1
Fieldetal2013,Anseriformes,Physical,Clangula_hyemalis,111208,932,,M,15.25,41.15,1
Fieldetal2013,Anseriformes,Physical,Clangula_hyemalis,109904,932,,M,12.66,43.08,1
Fieldetal2013,Anseriformes,Physical,Coscoroba_coscoroba,84584,4854,,M,29.15,90.51,1
Fieldetal2013,Anseriformes,Physical,Cygnus_columbianus,107139,6300,,F,35.28,105.06,1
Fieldetal2013,Anseriformes,Physical,Cygnus_columbianus,102219,7200,,M,40.02,98.79,1
Fieldetal2013,Anseriformes,Physical,Cygnus_columbianus,109899,7200,,M,35.43,99,1
Fieldetal2013,Anseriformes,Physical,Cygnus_olor,102355,9670,,F,33.5,102.58,1
Fieldetal2013,Anseriformes,Physical,Cygnus_olor,109127,9670,,F,37.76,95.63,1
Fieldetal2013,Anseriformes,Physical,Dendrocygna_bicolor,105108,743,,F,15.73,53.43,1
Fieldetal2013,Anseriformes,Physical,Dendrocygna_bicolor,103491,743,,F,16.25,44.26,1
Fieldetal2013,Anseriformes,Physical,Lophodytes_cucullatus,12380,554,,M,13.43,40.52,1
Fieldetal2013,Anseriformes,Physical,Lophodytes_cucullatus,5420,680,,F,14.03,39.4,1
Fieldetal2013,Anseriformes,Physical,Melanitta_fusca,109907,1732,,F,17.86,56.38,1
Fieldetal2013,Anseriformes,Physical,Melanitta_fusca,109911,1732,,F,19.77,50.9,1
Fieldetal2013,Anseriformes,Physical,Melanitta_fusca,109913,1732,,F,19.32,54.66,1
Fieldetal2013,Anseriformes,Physical,Melanitta_fusca,109912,1732,,F,19.74,56.96,1
Fieldetal2013,Anseriformes,Physical,Melanitta_fusca,105525,1732,,F,18.77,55.54,1
Fieldetal2013,Anseriformes,Physical,Melanitta_fusca,109906,1757,,M,20.3,57.92,1
Fieldetal2013,Anseriformes,Physical,Melanitta_fusca,109914,1757,,M,19.31,58.56,1
Fieldetal2013,Anseriformes,Physical,Melanitta_fusca,109703,1757,,M,18.08,56.71,1
Fieldetal2013,Anseriformes,Physical,Melanitta_fusca,107590,1757,,M,20.61,57.4,1
Fieldetal2013,Anseriformes,Physical,Melanitta_nigra,110999,987,,F,18.55,46.64,1
Fieldetal2013,Anseriformes,Physical,Melanitta_nigra,112314,987,,F,15.02,50.74,1
Fieldetal2013,Anseriformes,Physical,Melanitta_nigra,109226,987,,F,18.94,49.81,1
Fieldetal2013,Anseriformes,Physical,Melanitta_nigra,109916,1117,,M,18.03,52.61,1
Fieldetal2013,Anseriformes,Physical,Melanitta_perspicillata,111011,1047,,F,15.24,46.33,1
Fieldetal2013,Anseriformes,Physical,Melanitta_perspicillata,110997,1147,,M,18.41,51.35,1
Fieldetal2013,Anseriformes,Physical,Melanitta_perspicillata,109917,1148,,M,15.83,48.93,1
Fieldetal2013,Anseriformes,Physical,Melanitta_perspicillata,110996,1148,,M,16.83,51.62,1
Fieldetal2013,Anseriformes,Physical,Melanitta_perspicillata,109705,1148,,M,16.81,47.83,1
Fieldetal2013,Anseriformes,Physical,Melanitta_perspicillata,109704,1148,,M,19.47,49.9,1
Fieldetal2013,Anseriformes,Physical,Mergus_merganser,109531,1709,,M,23.62,51.87,1
Fieldetal2013,Anseriformes,Physical,Mergus_merganser,109128,1709,,M,14.91,53.18,1
Fieldetal2013,Anseriformes,Physical,Mergus_merganser,112394,1709,,M,16.87,53.51,1
Fieldetal2013,Anseriformes,Physical,Mergus_serrator,105828,1135,,M,15.61,44.7,1
Fieldetal2013,Anseriformes,Physical,Netta_rufina,105129,1118,,F,18.61,45.94,1
Fieldetal2013,Anseriformes,Physical,Oxyura_jamaicensis,109129,588,,F,13.42,38.36,1
Fieldetal2013,Anseriformes,Physical,Oxyura_jamaicensis,111216,588,,F,11.45,37.67,1
Fieldetal2013,Anseriformes,Physical,Oxyura_jamaicensis,109919,588,,F,13.26,39.72,1
Fieldetal2013,Anseriformes,Physical,Somateria_mollissima,105107,1915,,F,18.51,59.27,1
Fieldetal2013,Anseriformes,Physical,Somateria_mollissima,110959,2218,,M,19.37,65.28,1
Fieldetal2013,Anseriformes,Physical,Somateria_mollissima,103303,2218,,M,20.33,60.57,1
Fieldetal2013,Anseriformes,Physical,Somateria_mollissima,111213,2218,,M,16.8,59.91,1
Fieldetal2013,Anseriformes,Physical,Tachyeres_patachonicus,104149,3062,,M,22.08,69.17,1
Fieldetal2013,Anseriformes,Physical,Tachyeres_patachonicus,104593,3062,,M,22.34,76.01,1
Fieldetal2013,Anseriformes,Physical,Tadorna_ferruginea,103492,1115,,F,21.24,54.27,1
Fieldetal2013,Anseriformes,Physical,Tadorna_tadorna,105124,1043,,F,17.68,51.36,1
Fieldetal2013,Anseriformes,Physical,Tadorna_variegata,110846,1712,,M,24.06,63.31,1
Fieldetal2013,Apodiformes,Physical,Archilochus_colubris,110000,2.9,,M,1.45,8.09,1
Fieldetal2013,Apodiformes,Physical,Archilochus_colubris,110858,2.9,,M,1.35,6.82,1
Fieldetal2013,Apodiformes,Physical,Archilochus_colubris,112054,2.9,,M,1.6,6.71,1
Fieldetal2013,Apodiformes,Physical,Archilochus_colubris,112049,3.3,,F,1.48,7.75,1
Fieldetal2013,Apodiformes,Physical,Calypte_anna,103609,4.5,,M,1.82,8.8,1
Fieldetal2013,Apodiformes,Physical,Calypte_anna,104050,4.5,,M,1.89,9,1
Fieldetal2013,Apodiformes,Physical,Calypte_costae,103906,3,,M,1.62,7.95,1
Fieldetal2013,Apodiformes,Physical,Campylopterus_curvipennis,107469,6,,M,2.58,10.61,1
Fieldetal2013,Apodiformes,Physical,Chlorostilbon_swainsonii,109648,4.3,,M,1.76,7.86,1
Fieldetal2013,Apodiformes,Physical,Chlorostilbon_swainsonii,104244,4.3,,M,1.76,8.29,1
Fieldetal2013,Apodiformes,Physical,Collocalia_esculenta,107033,8,,M,1.68,11.23,1
Fieldetal2013,Apodiformes,Physical,Collocalia_esculenta,107034,8,,F,1.79,9.97,1
Fieldetal2013,Apodiformes,Physical,Collocalia_esculenta,107036,8,,M,2.07,10.82,1
Fieldetal2013,Apodiformes,Physical,Cypseloides_senex,104165,99.8,,F,6.35,25.95,1
Fieldetal2013,Apodiformes,Physical,Cypseloides_senex,6415,99.8,,M,5.66,25.81,1
Fieldetal2013,Apodiformes,Physical,Selasphorus_rufus,103914,3.5,,M,1.57,6.9,1
Fieldetal2013,Apodiformes,Physical,Selasphorus_sasin,104043,3.1,,M,1.51,7.54,1
Fieldetal2013,Apodiformes,Physical,Streptoprocne_zonaris,105318,76.8,,F,7.02,26.82,1
Fieldetal2013,Apodiformes,Physical,Streptoprocne_zonaris,105319,76.8,,M,7.24,28.63,1
Fieldetal2013,Charadriiformes,Physical,Actophilornis_africanus,103783,137,,M,8.26,33.16,1
Fieldetal2013,Charadriiformes,Physical,Alle_alle,111986,167,,F,6.27,26.17,1
Fieldetal2013,Charadriiformes,Physical,Anous_stolidus,103075,167,,F,8.09,28.04,1
Fieldetal2013,Charadriiformes,Physical,Anous_stolidus,102601,178,,M,7.6,27.39,1
Fieldetal2013,Charadriiformes,Physical,Attagis_gayi,104567,311,,M,11.14,43.8,1
Fieldetal2013,Charadriiformes,Physical,Cerorhinca_monocerata,109221,456,,F,12.51,38.24,1
Fieldetal2013,Charadriiformes,Physical,Cerorhinca_monocerata,109881,510,,M,11.77,38.63,1
Fieldetal2013,Charadriiformes,Physical,Cerorhinca_monocerata,109219,510,,M,10.52,41.15,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_alexandrinus,111370,42.3,,M,4.9,19.47,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_alexandrinus,111368,42.3,,M,4.48,20.01,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_alexandrinus,111365,42.3,,M,4.84,19.15,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_alexandrinus,111366,42.3,,F,5.03,20.01,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_alexandrinus,111369,42.3,,F,4.84,19.45,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_alexandrinus,111378,42.3,,F,4.81,19.56,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_dubius,111379,38.7,,M,4.38,19.02,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_dubius,111380,38.7,,F,4.49,18.88,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_dubius,111382,38.7,,F,4.81,18.5,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_hiaticula,111324,63.3,,M,5.42,21.84,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_hiaticula,111330,63.3,,M,5.48,22,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_hiaticula,111331,63.3,,M,5.4,21.4,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_hiaticula,111320,64.8,,F,5.48,21.51,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_hiaticula,111321,64.8,,F,5.47,21.58,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_hiaticula,111322,64.8,,F,5.09,20.79,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_melodus,111424,53.6,,F,4.95,20.42,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_melodus,111422,53.6,,M,5.26,20.45,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_modestus,104228,78,,M,5.99,26.21,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_montanus,111433,95.1,,M,6.52,26.53,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_montanus,111434,95.1,,M,6.41,27.93,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_montanus,111426,95.1,,M,6.55,29.3,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_montanus,111392,96.4,,F,7.64,28.43,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_montanus,111388,96.4,,F,7.02,28.56,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_montanus,111430,96.4,,F,6.87,28.14,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_morinellus,111440,100,,M,8.03,27.72,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_morinellus,111441,100,,M,7.95,29.91,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_morinellus,111436,100,,M,7.27,29.18,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_morinellus,111438,100,,M,6.91,30,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_morinellus,111439,117,,F,7.73,31.65,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_morinellus,111442,117,,F,7.18,31.5,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_morinellus,111437,117,,F,7.02,29.89,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_morinellus,111435,117,,F,7.32,30.12,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_semipalmatus,108389,46.1,,F,4.76,19.69,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_semipalmatus,108390,46.1,,F,4.67,20.22,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_semipalmatus,108391,46.1,,F,4.85,19.86,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_semipalmatus,108392,46.1,,F,5.14,19.79,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_semipalmatus,111333,47.4,,M,4.59,21.37,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_semipalmatus,105172,47.4,,M,4.74,20.94,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_semipalmatus,108382,47.4,,M,4.76,19.39,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_semipalmatus,108383,47.4,,M,4.6,20.59,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_vociferus,108397,92.1,,M,6.69,26.34,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_vociferus,108398,92.1,,M,6.47,26.31,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_vociferus,111409,101,,F,6.66,26.35,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_vociferus,111410,101,,F,7.27,27.48,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_vociferus,108399,101,,F,6.63,26.08,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_vociferus,110405,101,,F,7.18,27.92,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_wilsonia,111418,55.1,,M,5.53,22.76,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_wilsonia,111419,55.1,,F,5.61,21.61,1
Fieldetal2013,Charadriiformes,Physical,Charadrius_wilsonia,111420,55.1,,F,5.29,22.67,1
Fieldetal2013,Charadriiformes,Physical,Haematopus_ater,104150,724,,F,18.62,55.1,1
Fieldetal2013,Charadriiformes,Physical,Haematopus_ater,105967,724,,M,16.33,54.4,1
Fieldetal2013,Charadriiformes,Physical,Haematopus_bachmani,111253,555,,M,15.06,48.81,1
Fieldetal2013,Charadriiformes,Physical,Haematopus_bachmani,109185,555,,F,16.29,48.49,1
Fieldetal2013,Charadriiformes,Physical,Haematopus_bachmani,111252,555,,M,15.61,48.49,1
Fieldetal2013,Charadriiformes,Physical,Haematopus_bachmani,111254,555,,F,14.47,48.84,1
Fieldetal2013,Charadriiformes,Physical,Haematopus_bachmani,111255,555,,F,17.73,49.49,1
Fieldetal2013,Charadriiformes,Physical,Haematopus_finschi,110784,554,,F,15.45,44.47,1
Fieldetal2013,Charadriiformes,Physical,Haematopus_leucopodus,105966,618,,M,15.68,47.85,1
Fieldetal2013,Charadriiformes,Physical,Haematopus_palliatus,110884,567,,M,16.31,51.78,1
Fieldetal2013,Charadriiformes,Physical,Haematopus_unicolor,110785,671,,M,13.99,49.16,1
Fieldetal2013,Charadriiformes,Physical,Himantopus_himantopus,104802,161,,F,8.51,32.05,1
Fieldetal2013,Charadriiformes,Physical,Himantopus_himantopus,104800,161,,M,8.81,33.07,1
Fieldetal2013,Charadriiformes,Physical,Himantopus_himantopus,104801,161,,F,8.84,32.3,1
Fieldetal2013,Charadriiformes,Physical,Himantopus_mexicanus,111262,170,,F,8.53,31.21,1
Fieldetal2013,Charadriiformes,Physical,Himantopus_mexicanus,111268,170,,F,8.37,31.18,1
Fieldetal2013,Charadriiformes,Physical,Himantopus_mexicanus,111269,170,,F,8.01,31.09,1
Fieldetal2013,Charadriiformes,Physical,Himantopus_mexicanus,111270,170,,F,7.78,31.97,1
Fieldetal2013,Charadriiformes,Physical,Himantopus_mexicanus,103883,170,,M,8.42,33.38,1
Fieldetal2013,Charadriiformes,Physical,Himantopus_mexicanus,111264,170,,M,8.84,33.62,1
Fieldetal2013,Charadriiformes,Physical,Himantopus_mexicanus,111265,170,,M,8.56,32.21,1
Fieldetal2013,Charadriiformes,Physical,Himantopus_mexicanus,111266,170,,M,8.67,33.18,1
Fieldetal2013,Charadriiformes,Physical,Larus_californicus,102831,841,,M,15.18,44.91,1
Fieldetal2013,Charadriiformes,Physical,Larus_canus,111969,432,,M,16.47,42.83,1
Fieldetal2013,Charadriiformes,Physical,Larus_delawarensis,105472,471,,F,13.5,42.52,1
Fieldetal2013,Charadriiformes,Physical,Larus_delawarensis,107020,471,,F,16.16,41.33,1
Fieldetal2013,Charadriiformes,Physical,Larus_delawarensis,102877,566,,M,12.89,44.26,1
Fieldetal2013,Charadriiformes,Physical,Larus_delawarensis,112377,566,,M,13.1,46.02,1
Fieldetal2013,Charadriiformes,Physical,Larus_glaucescens,109211,1180,,M,18.24,66.84,1
Fieldetal2013,Charadriiformes,Physical,Larus_glaucescens,109210,1180,,M,17.17,63.69,1
Fieldetal2013,Charadriiformes,Physical,Larus_hyperboreus,108369,1576,,M,24.15,73.35,1
Fieldetal2013,Charadriiformes,Physical,Larus_hyperboreus,108370,1576,,M,14.94,58.62,1
Fieldetal2013,Charadriiformes,Physical,Larus_marinus,104230,1488,,F,14.84,56.68,1
Fieldetal2013,Charadriiformes,Physical,Larus_marinus,108373,1488,,F,19.84,67.69,1
Fieldetal2013,Charadriiformes,Physical,Larus_marinus,108372,1488,,F,17.82,67.21,1
Fieldetal2013,Charadriiformes,Physical,Larus_marinus,109863,1488,,F,13.78,65.94,1
Fieldetal2013,Charadriiformes,Physical,Larus_marinus,105482,1829,,M,22.78,73.68,1
Fieldetal2013,Charadriiformes,Physical,Larus_marinus,108371,1829,,M,19.07,73.49,1
Fieldetal2013,Charadriiformes,Physical,Larus_marinus,109859,1829,,M,20.65,74.03,1
Fieldetal2013,Charadriiformes,Physical,Larus_marinus,109861,1829,,M,23.29,76.43,1
Fieldetal2013,Charadriiformes,Physical,Phaetusa_simplex,105968,235,,M,7.93,32.71,1
Fieldetal2013,Charadriiformes,Physical,Pluvialis_dominica,111357,149,,M,7.75,32.08,1
Fieldetal2013,Charadriiformes,Physical,Pluvialis_dominica,111353,149,,M,7.95,31.4,1
Fieldetal2013,Charadriiformes,Physical,Pluvialis_dominica,111354,149,,M,7.37,28.18,1
Fieldetal2013,Charadriiformes,Physical,Pluvialis_dominica,111252,149,,M,7.92,30.9,1
Fieldetal2013,Charadriiformes,Physical,Pluvialis_dominica,111356,154,,F,7.51,31.75,1
Fieldetal2013,Charadriiformes,Physical,Pluvialis_dominica,111355,154,,F,7.04,30.77,1
Fieldetal2013,Charadriiformes,Physical,Recurvirostra_americana,111271,302,,F,10.18,37.9,1
Fieldetal2013,Charadriiformes,Physical,Recurvirostra_americana,104040,302,,F,11.23,39.05,1
Fieldetal2013,Charadriiformes,Physical,Recurvirostra_americana,109847,302,,F,10.56,39.13,1
Fieldetal2013,Charadriiformes,Physical,Recurvirostra_americana,103856,302,,F,11.12,38.69,1
Fieldetal2013,Charadriiformes,Physical,Recurvirostra_americana,103990,307,,M,11.94,39.17,1
Fieldetal2013,Charadriiformes,Physical,Recurvirostra_americana,109846,307,,M,11.09,39.22,1
Fieldetal2013,Charadriiformes,Physical,Recurvirostra_avosetta,111282,304,,M,11.14,37.43,1
Fieldetal2013,Charadriiformes,Physical,Recurvirostra_avosetta,111284,304,,F,10.56,37.64,1
Fieldetal2013,Charadriiformes,Physical,Recurvirostra_avosetta,111283,304,,M,10.7,37.72,1
Fieldetal2013,Charadriiformes,Physical,Rostratula_benghalensis,107184,121,,M,8.83,33.9,1
Fieldetal2013,Charadriiformes,Physical,Rostratula_benghalensis,107186,121,,M,8.48,33.58,1
Fieldetal2013,Charadriiformes,Physical,Rostratula_benghalensis,107185,121,,M,8.22,32.73,1
Fieldetal2013,Charadriiformes,Physical,Rostratula_benghalensis,105558,121,,F,8.28,35.09,1
Fieldetal2013,Charadriiformes,Physical,Rynchops_niger,105906,254,,F,9.41,32.2,1
Fieldetal2013,Charadriiformes,Physical,Rynchops_niger,107665,254,,F,9.83,34.78,1
Fieldetal2013,Charadriiformes,Physical,Stercorarius_pomarinus,109851,740,,F,13.07,47.57,1
Fieldetal2013,Charadriiformes,Physical,Stercorarius_pomarinus,109853,740,,F,11.14,47.58,1
Fieldetal2013,Charadriiformes,Physical,Stercorarius_skua,109850,1271,,M,15.08,58.85,1
Fieldetal2013,Charadriiformes,Physical,Sterna_hirundo,112351,139,,M,6.21,23.27,1
Fieldetal2013,Charadriiformes,Physical,Sterna_hirundo,112355,139,,M,5.92,23.76,1
Fieldetal2013,Charadriiformes,Physical,Sterna_hirundo,109710,139,,M,5.69,24.93,1
Fieldetal2013,Charadriiformes,Physical,Sterna_hirundo,103244,139,,M,5.7,24.85,1
Fieldetal2013,Charadriiformes,Physical,Sterna_hirundo,105907,139,,M,6.33,26.37,1
Fieldetal2013,Charadriiformes,Physical,Sterna_hirundo,110251,139,,F,6.3,24.55,1
Fieldetal2013,Charadriiformes,Physical,Sterna_hirundo,110580,139,,F,6.44,24.32,1
Fieldetal2013,Charadriiformes,Physical,Sterna_hirundo,110585,139,,F,6.47,23.7,1
Fieldetal2013,Charadriiformes,Physical,Sterna_hirundo,109843,139,,F,5.94,25.08,1
Fieldetal2013,Charadriiformes,Physical,Sterna_hirundo,109706,139,,F,5.47,23.86,1
Fieldetal2013,Charadriiformes,Physical,Sterna_sumatrana,103083,106,,M,5.84,22.92,1
Fieldetal2013,Charadriiformes,Physical,Thinocorus_rumicivorus,104153,53.1,,F,5.56,22.59,1
Fieldetal2013,Charadriiformes,Physical,Uria_aalge,111991,979,,F,14.89,49.94,1
Fieldetal2013,Charadriiformes,Physical,Uria_aalge,111989,979,,F,14.14,48.91,1
Fieldetal2013,Charadriiformes,Physical,Uria_aalge,111990,1006,,M,14.5,50.18,1
Fieldetal2013,Charadriiformes,Physical,Uria_aalge,111988,1006,,M,10.77,48.25,1
Fieldetal2013,Charadriiformes,Physical,Vanellus_armatus,111289,156,,F,8.09,31.47,1
Fieldetal2013,Charadriiformes,Physical,Vanellus_armatus,111290,156,,M,8.03,31.06,1
Fieldetal2013,Charadriiformes,Physical,Vanellus_armatus,103556,156,,M,9.02,32.73,1
Fieldetal2013,Charadriiformes,Physical,Vanellus_melanopterus,111304,179,,F,7.86,33.09,1
Fieldetal2013,Charadriiformes,Physical,Vanellus_melanopterus,111307,179,,F,8.14,33.42,1
Fieldetal2013,Charadriiformes,Physical,Vanellus_melanopterus,111306,191,,M,8.83,34.91,1
Fieldetal2013,Charadriiformes,Physical,Vanellus_melanopterus,111302,191,,M,8.36,33.36,1
Fieldetal2013,Charadriiformes,Physical,Vanellus_melanopterus,111303,191,,M,8.55,35.34,1
Fieldetal2013,Charadriiformes,Physical,Vanellus_vanellus,111295,211,,M,9.21,35.3,1
Fieldetal2013,Charadriiformes,Physical,Vanellus_vanellus,111298,211,,M,9.8,35.55,1
Fieldetal2013,Charadriiformes,Physical,Vanellus_vanellus,111312,211,,M,9.41,36.8,1
Fieldetal2013,Charadriiformes,Physical,Vanellus_vanellus,111314,211,,M,9.88,36.52,1
Fieldetal2013,Charadriiformes,Physical,Vanellus_vanellus,111309,226,,F,9.16,37.07,1
Fieldetal2013,Charadriiformes,Physical,Vanellus_vanellus,111292,226,,F,9,36.59,1
Fieldetal2013,Charadriiformes,Physical,Irediparra_gallinacea,104805,130,,F,8.72,33.1,1
Fieldetal2013,Ciconiiformes,Physical,Ardea_cocoi,109810,1465,,F,25.64,102.78,1
Fieldetal2013,Ciconiiformes,Physical,Ardea_herodias,107012,2570,,F,28.28,96.97,1
Fieldetal2013,Ciconiiformes,Physical,Ardea_herodias,103487,2570,,F,26.14,96.53,1
Fieldetal2013,Ciconiiformes,Physical,Ardea_herodias,110364,2570,,F,25.87,93.67,1
Fieldetal2013,Ciconiiformes,Physical,Ardea_herodias,102018,3015,,M,28.45,99.74,1
Fieldetal2013,Ciconiiformes,Physical,Ardea_herodias,104571,3015,,M,29.6,108.07,1
Fieldetal2013,Ciconiiformes,Physical,Ardea_herodias,104570,3015,,M,29.41,107.88,1
Fieldetal2013,Ciconiiformes,Physical,Ardea_herodias,109114,3015,,M,26.64,102.74,1
Fieldetal2013,Ciconiiformes,Physical,Ardea_herodias,109153,3015,,M,26.97,103.36,1
Fieldetal2013,Ciconiiformes,Physical,Butorides_virescens,109817,187,,M,10.02,51.53,1
Fieldetal2013,Ciconiiformes,Physical,Butorides_virescens,107569,187,,M,9.98,50.59,1
Fieldetal2013,Ciconiiformes,Physical,Butorides_virescens,109819,187,,M,10.46,50.06,1
Fieldetal2013,Ciconiiformes,Physical,Butorides_virescens,109815,187,,M,10.48,49.3,1
Fieldetal2013,Ciconiiformes,Physical,Butorides_virescens,103359,187,,F,10.21,49.1,1
Fieldetal2013,Ciconiiformes,Physical,Butorides_virescens,109816,187,,F,10.05,48.41,1
Fieldetal2013,Ciconiiformes,Physical,Butorides_virescens,109818,187,,F,10.32,48.82,1
Fieldetal2013,Ciconiiformes,Physical,Ciconia_ciconia,102549,3571,,M,49.15,155.14,1
Fieldetal2013,Ciconiiformes,Physical,Egretta_novaehollandiae,110758,521,,F,16.37,56.7,1
Fieldetal2013,Ciconiiformes,Physical,Egretta_novaehollandiae,110773,599,,M,18.31,59.52,1
Fieldetal2013,Ciconiiformes,Physical,Egretta_novaehollandiae,110774,599,,M,16.82,60.4,1
Fieldetal2013,Ciconiiformes,Physical,Egretta_sacra,103088,383,,F,12.61,56.16,1
Fieldetal2013,Ciconiiformes,Physical,Eudocimus_albus,103257,1036,,M,19.77,66.35,1
Fieldetal2013,Ciconiiformes,Physical,Ixobrychus_cinnamomeus,107162,128,,M,9.57,45.38,1
Fieldetal2013,Ciconiiformes,Physical,Ixobrychus_flavicollis,104774,321,,M,16.67,68.44,1
Fieldetal2013,Ciconiiformes,Physical,Mesembrinibis_cayennensis,109833,576,,F,20.4,54.82,1
Fieldetal2013,Ciconiiformes,Physical,Nycticorax_nycticorax,102316,810,,M,20.11,79.38,1
Fieldetal2013,Ciconiiformes,Physical,Nycticorax_nycticorax,107562,810,,M,19.5,75.52,1
Fieldetal2013,Ciconiiformes,Physical,Nycticorax_nycticorax,109832,810,,M,18.63,77.43,1
Fieldetal2013,Ciconiiformes,Physical,Nycticorax_nycticorax,109831,810,,F,17.92,73.81,1
Fieldetal2013,Ciconiiformes,Physical,Nycticorax_nycticorax,109830,810,,F,17.91,70.57,1
Fieldetal2013,Ciconiiformes,Physical,Nycticorax_nycticorax,103327,810,,F,18.1,75.86,1
Fieldetal2013,Ciconiiformes,Physical,Syrigma_sibilatrix,104162,463,,F,16.23,53.15,1
Fieldetal2013,Ciconiiformes,Physical,Syrigma_sibilatrix,104163,463,,F,16.66,55.58,1
Fieldetal2013,Ciconiiformes,Physical,Theristicus_caudatus,104522,1726,,F,21.9,68.31,1
Fieldetal2013,Ciconiiformes,Physical,Threskiornis_molucca,102560,1606,,F,26.18,75.3,1
Fieldetal2013,Ciconiiformes,Physical,Tigrisoma_lineatum,109809,813,,M,20.91,87.05,1
Fieldetal2013,Ciconiiformes,Physical,Tigrisoma_lineatum,109808,813,,F,20.72,76.78,1
Fieldetal2013,Ciconiiformes,Physical,Tigrisoma_mexicanum,105901,1046,,F,19.98,87.9,1
Fieldetal2013,Columbiformes,Physical,Chalcophaps_indica,104006,136,,M,8.09,32.09,1
Fieldetal2013,Columbiformes,Physical,Chalcophaps_indica,107179,136,,M,7.59,25.24,1
Fieldetal2013,Columbiformes,Physical,Chalcophaps_indica,105206,136,,M,7.79,30.85,1
Fieldetal2013,Columbiformes,Physical,Chalcophaps_indica,104037,136,,F,7.59,30.17,1
Fieldetal2013,Columbiformes,Physical,Chalcophaps_indica,104727,136,,F,7.53,27.77,1
Fieldetal2013,Columbiformes,Physical,Chalcophaps_indica,105529,136,,F,7.49,28.56,1
Fieldetal2013,Columbiformes,Physical,Chalcophaps_indica,105530,136,,F,6.94,28.86,1
