Clade.1,Clade.2,Clade.3,Sec_Ref,Primary_Ref,Method,Taxon,EBM.ref.sp,Aves,BM.g,Pneumatic,BM.Qual,Meas.sp,HumerusLen,HumerusCirc,FemurCirc,FemurLen,TibulaLen,TibiaCirc,TarsusLen,TarusCirc,Sex,Comments,Living,humerus_diameter_(mm),tarsus_diameter_(mm),coracoid_HAF_(mm),coracoid_HAF_(mm),coracoid_max_length
Neognathae,Gaviiformes,Gaviidae,Brinkworth_et_al_2023,"Gatesy_S.M._&_Middleton_K.M.,_1997._J.Vert.Paleo,_17(2):_306329;Middleton_K.M._&_Gatesy_S.M.,_2000._Zoo.J.Linn.Soc,_128:_149187.",Physical,Gavia_immer,MCZ_7103,Y,4956.8,,,,187,,,57.7,140,,87.1,,,,1,,,,,
Neognathae,Suliformes,Fregatidae,Brinkworth_et_al_2023,"Bell_et_al.,_2021._Front.EarthSci.",Physical,Fregata_magnificens,NHMLAC_unknown,Y,1490.5,,,,212,,,57.67,77.1,,23.74,,,,1,,,,,
Neognathae,Charadriiformes,Laridae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Larus_smithsonianus,MVZ_40420,Y,1091,,,,125,,,57.6,105.7,,63.3,,,,1,,,,,
Neognathae,Suliformes,Phalacrocoracidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Phalacrocorax_pelagicus,YIO_63929,Y,1843.95,,,,,,,57.6,,,,,,,1,,,,,
Neognathae,Suliformes,Phalacrocoracidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Phalacrocorax_urile,UWBM_52106,Y,2117.66,,,,127,,,57.6,99,,53.4,,,,1,,,,,
Neognathae,Gaviiformes,Gaviidae,Brinkworth_et_al_2023,"Gatesy_S.M._&_Middleton_K.M.,_1997._J.Vert.Paleo,_17(2):_306329;Middleton_K.M._&_Gatesy_S.M.,_2000._Zoo.J.Linn.Soc,_128:_149187.",Physical,Gavia_immer,MCZ_7895,Y,4956.8,,,,195,,,57.6,145,,95,,,,1,,,,,
Neognathae,Gaviiformes,Gaviidae,Brinkworth_et_al_2023,"Gatesy_S.M._&_Middleton_K.M.,_1997._J.Vert.Paleo,_17(2):_306329;Middleton_K.M._&_Gatesy_S.M.,_2000._Zoo.J.Linn.Soc,_128:_149187.",Physical,Gavia_immer,MCZ_7915,Y,4956.8,,,,185,,,57.6,147,,91.3,,,,1,,,,,
Neognathae,Pelecaniformes,Ardeidae,Brinkworth_et_al_2023,"Bell_et_al.,_2021._Front.EarthSci.",Physical,Syrigma_sibilatrix,NHMLAC_unknown,Y,463,,,,101.26,,,57.52,121,,91.36,,,,1,,,,,
Neognathae,Strigiformes,,Field_et_al_(2013),Field_et_al_(2013),Physical,Tyto_alba,YPM_107159,Y,370,,,,93.58,19.14,16.86,57.5,99.47,,67.75,16.99,F,,1,5.61,4.59,4.79,4.85,38.22
Neognathae,Pelecaniformes,Ardeidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Syrigma_sibilatrix,MACN_CE012549,Y,463,,,,101.1,,,57.5,123.8,,90.2,,,,1,,,,,
Neognathae,Suliformes,Phalacrocoracidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Phalacrocorax_auritus,MVZ_179932,Y,1806.49,,,,148.9,,,57.5,98.6,,62.5,,,,1,,,,,
Neognathae,Suliformes,Phalacrocoracidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Phalacrocorax_auritus,MVZ_151575,Y,1806.49,,,,146.4,,,57.5,102.4,,63.2,,,,1,,,,,
Neognathae,Anseriformes,Anatidae,Brinkworth_et_al_2023,"HiniFrlog_S._&_Motani_R.,_2010._J.Evol.Biol.,_23:_372385.",Physical,Somateria_spectabilis,Unknown,Y,1616.7,,,,100.41,,,57.45,90.62,,46.87,,,,1,,,,,
Neognathae,Gruiformes,,Campione_et_al_(2014),Campione_et_al_(2014),Physical,Rallus_elegans,ROM_91373,Y,237,0,,,58.35,11.15,13,57.4,88.65,11.65,,,,,1,,,,,
Neognathae,Pelecaniformes,Ardeidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Egretta_garzetta,MVZ_124051,Y,312,,,,99.2,,,57.4,137.2,,103.5,,,,1,,,,,
Neognathae,Anseriformes,Anatidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Mergus_merganser,USNM_292743,Y,1451,,,,104.2,,,57.4,,,,,,,1,,,,,
Neognathae,Anseriformes,Anatidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Anser_rossii,MVZ_131001,Y,1635.99,,,,119.2,,,57.4,105.6,,63,,,,1,,,,,
Neognathae,Anseriformes,,Field_et_al_(2013),Field_et_al_(2013),Physical,Melanitta_fusca,YPM_107590,Y,1757,,,,100.55,25.78,20.61,57.4,95.71,,50.4,16.84,M,,1,7.28,4.99,8.28,6.74,58.99
Neognathae,Suliformes,Phalacrocoracidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Phalacrocorax_carbo,EP_980904,Y,2529,,,,152.6,,,57.4,99.7,,61.6,,,,1,,,,,
Neognathae,Psittaciformes,Psittacidae,Brinkworth_et_al_2023,"Bohmer_et_al.,_2019._.Proc.R.soc.B",Physical,Ara_militaris,MNHN_ZO_2011357,Y,1134,,,,,,,57.35999965,76.62000042,,29.9699998,,,,1,,,,,
Neognathae,Anseriformes,Anatidae,Brinkworth_et_al_2023,"Bell_et_al.,_2021._Front.EarthSci.",Physical,Dendrocygna_arborea,NHMLAC_unknown,Y,1150,,,,106.65,,,57.31,108.46,,72.69,,,,1,,,,,
Neognathae,Pelecaniformes,Ardeidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Egretta_garzetta,YIO_64860,Y,312,,,,100.9,,,57.3,135.4,,105.4,,,,1,,,,,
Neognathae,Pelecaniformes,Ardeidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Bubulcus_ibis,YIO_70768,Y,366,,,,92.9,,,57.3,126.1,,86.6,,,,1,,,,,
Neognathae,Anseriformes,Anatidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Tadorna_tadorna,USNM_432291,Y,1146.8,,,,114.1,,,57.3,99.5,,59.2,,,,1,,,,,
Neognathae,Anseriformes,Anatidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Branta_bernicla,YIO_62867,Y,1277.9,,,,119.8,,,57.3,100.8,,61.8,,,,1,,,,,
Neognathae,Anseriformes,Anatidae,Brinkworth_et_al_2023,"Livezey_B.C._1993._J.Vert.Paleo,_13(2):_185199.",Physical,Melanitta_fusca,Unknown,Y,1800.2,,,,191.5,,,57.3,101.95,,49.35,,,,1,,,,,
Neognathae,Suliformes,Phalacrocoracidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Phalacrocorax_varius,MVZ_143263,Y,1940.7,,,,146.7,,,57.3,100.3,,63.7,,,,1,,,,,
Neognathae,Suliformes,Phalacrocoracidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Phalacrocorax_penicillatus,MVZ_49409,Y,2224.24,,,,136.8,,,57.3,111.6,,61.7,,,,1,,,,,
Neognathae,Gaviiformes,Gaviidae,Brinkworth_et_al_2023,"Gatesy_S.M._&_Middleton_K.M.,_1997._J.Vert.Paleo,_17(2):_306329;Middleton_K.M._&_Gatesy_S.M.,_2000._Zoo.J.Linn.Soc,_128:_149187.",Physical,Gavia_immer,MCZ_7944,Y,4956.8,,,,185,,,57.3,138,,89.1,,,,1,,,,,
Neognathae,Gaviiformes,Gaviidae,Brinkworth_et_al_2023,"Gatesy_S.M._&_Middleton_K.M.,_1997._J.Vert.Paleo,_17(2):_306329;Middleton_K.M._&_Gatesy_S.M.,_2000._Zoo.J.Linn.Soc,_128:_149187.",Physical,Gavia_immer,MCZ_7904,Y,4956.8,,,,199,,,57.3,146,,92.5,,,,1,,,,,
Neognathae,Suliformes,Phalacrocoracidae,Brinkworth_et_al_2023,"Bell_et_al.,_2021._Front.EarthSci.",Physical,Phalacrocorax_auritus,NHMLAC_unknown,Y,1806.49,,,,152,,,57.27,102.76,,63.13,,,,1,,,,,
Neognathae,Anseriformes,,Field_et_al_(2013),Field_et_al_(2013),Physical,Branta_bernicla,YPM_109125,Y,1230,,,,116.59,21.73,17.86,57.26,98.54,,60.17,17.25,F,,1,7.28,4.79,8.13,6.35,51.77
Neognathae,Psittaciformes,,Field_et_al_(2013),Field_et_al_(2013),Physical,Cacatua_galerita,YPM_109636,Y,790,,,,81.51,19.52,16.36,57.25,78.28,,26.69,14.11,M,,1,5.51,5.84,6.58,5.16,46.34
Neognathae,Pelecaniformes,Ardeidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Egretta_thula,MVZ_85512,Y,371,,,,97.7,,,57.2,141.3,,104.3,,,,1,,,,,
Neognathae,Anseriformes,Anatidae,Brinkworth_et_al_2023,"Bell_et_al.,_2021._Front.EarthSci.",Physical,Branta_bernicla,NHMLAC_unknown,Y,1277.9,,,,117.32,,,57.2,97.37,,55.83,,,,1,,,,,
Neognathae,Suliformes,Phalacrocoracidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Phalacrocorax_auritus,MVZ_78986,Y,1806.49,,,,148.9,,,57.2,103.8,,64.3,,,,1,,,,,
Neognathae,Pelecaniformes,Ardeidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Egretta_garzetta,MVZ_128706,Y,312,,,,98.7,,,57.1,132.8,,96,,,,1,,,,,
Neognathae,Pelecaniformes,Ardeidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Ardea_intermedia,MVZ_149267,Y,458.83,,,,105.3,,,57.1,144.7,,,,,,1,,,,,
Neognathae,Pelecaniformes,Ardeidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Egretta_novaehollandiae,MVZ_143280,Y,558.6,,,,106.8,,,57.1,132.1,,95.7,,,,1,,,,,
Neognathae,Charadriiformes,Laridae,Brinkworth_et_al_2023,"Zeffer_et_al.,_2003._Bio.J.Linn.Soc",Physical,Larus_argentatus,Unknown,Y,1091,,,,,,,57.1,108.2,,67.7,,,,1,,,,,
Neognathae,Anseriformes,Anatidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Mergus_merganser,USNM_291659,Y,1451,,,,102.4,,,57.1,,,,,,,1,,,,,
Neognathae,Pelecaniformes,Ardeidae,Brinkworth_et_al_2023,"Gatesy_S.M._&_Middleton_K.M.,_1997._J.Vert.Paleo,_17(2):_306329;Middleton_K.M._&_Gatesy_S.M.,_2000._Zoo.J.Linn.Soc,_128:_149187.",Physical,Egretta_gularis,MCZ_226,Y,312,,,,100.3,,,57,122.5,,88.8,,,,1,,,,,
Neognathae,Pelecaniformes,Ardeidae,Brinkworth_et_al_2023,"Gatesy_S.M._&_Middleton_K.M.,_1997._J.Vert.Paleo,_17(2):_306329;Middleton_K.M._&_Gatesy_S.M.,_2000._Zoo.J.Linn.Soc,_128:_149187.",Physical,Egretta_thula,MCZ_7301,Y,371,,,,100.6,,,57,137,,96.6,,,,1,,,,,
Neognathae,Pelecaniformes,Threskiornithidae,Brinkworth_et_al_2023,"Gatesy_S.M._&_Middleton_K.M.,_1997._J.Vert.Paleo,_17(2):_306329;Middleton_K.M._&_Gatesy_S.M.,_2000._Zoo.J.Linn.Soc,_128:_149187.",Physical,Eudocimus_ruber,MCZ_326,Y,660.1,,,,92,,,57,115,,83,,,,1,,,,,
Neognathae,Pelecaniformes,Threskiornithidae,Brinkworth_et_al_2023,"Gatesy_S.M._&_Middleton_K.M.,_1997._J.Vert.Paleo,_17(2):_306329;Middleton_K.M._&_Gatesy_S.M.,_2000._Zoo.J.Linn.Soc,_128:_149187.",Physical,Eudocimus_ruber,MCZ_6741,Y,660.1,,,,92,,,57,124,,90,,,,1,,,,,
Neognathae,Accipitriformes,Accipitridae,Brinkworth_et_al_2023,"Gatesy_S.M._&_Middleton_K.M.,_1997._J.Vert.Paleo,_17(2):_306329;Middleton_K.M._&_Gatesy_S.M.,_2000._Zoo.J.Linn.Soc,_128:_149187.",Physical,Milvus_migranus,MCZ_241,Y,734.1,,,,109,,,57,79,,53,,,,1,,,,,
Neognathae,Anseriformes,Anatidae,Brinkworth_et_al_2023,"Gatesy_S.M._&_Middleton_K.M.,_1997._J.Vert.Paleo,_17(2):_306329;Middleton_K.M._&_Gatesy_S.M.,_2000._Zoo.J.Linn.Soc,_128:_149187.",Physical,Tadorna_tadorna,MCZ_7538,Y,1146.8,,,,113,,,57,102,,68,,,,1,,,,,
Neognathae,Suliformes,,Field_et_al_(2013),Field_et_al_(2013),Physical,Phalacrocorax_auritus,YPM_110316,Y,1540,,,,142.07,23.11,24.17,57,105.41,,61.37,20.41,F,,1,6.75,5.74,9.01,5.79,68.8
Neognathae,Suliformes,Phalacrocoracidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Phalacrocorax_urile,UWBM_52093,Y,2117.66,,,,123.8,,,57,97.5,,,,,,1,,,,,
Neognathae,Suliformes,Phalacrocoracidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Phalacrocorax_penicillatus,MVZ_46809,Y,2224.24,,,,137.9,,,57,111.9,,63.8,,,,1,,,,,
Neognathae,Charadriiformes,Laridae,Brinkworth_et_al_2023,"Bell_et_al.,_2021._Front.EarthSci.",Physical,Larus_occidentalis,NHMLAC_unknown,Y,922.8,,,,122.78,,,56.97,103.25,,66.03,,,,1,,,,,
Neognathae,Suliformes,Sulidae,Brinkworth_et_al_2023,"Bell_et_al.,_2021._Front.EarthSci.",Physical,Sula_variegata,NHMLAC_unknown,Y,1432.5,,,,168.5,,,56.97,88.38,,49.18,,,,1,,,,,
Neognathae,Anseriformes,,Field_et_al_(2013),Field_et_al_(2013),Physical,Melanitta_fusca,YPM_109912,Y,1732,,,,98.24,21.5,19.74,56.96,92.3,,46,15.7,F,,1,6.79,4.42,7.74,5.78,55.45
Neognathae,Suliformes,Phalacrocoracidae,Brinkworth_et_al_2023,"Owre_O.T.,_1967._Orn.Mono,_6:_1138.",Physical,Phalacrocorax_auritus,Unknown,Y,1806.49,,,,140.5,,,56.9,101.3,,60.1,,,,1,,,,,
Neognathae,Suliformes,Phalacrocoracidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Phalacrocorax_penicillatus,MVZ_151577,Y,2224.24,,,,138.2,,,56.9,112.5,,62,,,,1,,,,,
Neognathae,Gaviiformes,Gaviidae,Brinkworth_et_al_2023,"Gatesy_S.M._&_Middleton_K.M.,_1997._J.Vert.Paleo,_17(2):_306329;Middleton_K.M._&_Gatesy_S.M.,_2000._Zoo.J.Linn.Soc,_128:_149187.",Physical,Gavia_immer,MCZ_7919,Y,4956.8,,,,190,,,56.9,140,,91,,,,1,,,,,
Neognathae,Pelecaniformes,Ardeidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Egretta_thula,MVZ_61025,Y,371,,,,,,,56.8,,,,,,,1,,,,,
Neognathae,Accipitriformes,,Field_et_al_(2013),Field_et_al_(2013),Physical,Buteo_platypterus,YPM_110390,Y,420,,,,76.9,16.26,17.85,56.8,81.54,,63.29,16.41,M,,1,4.52,3.94,5.06,4.43,31.21
Neognathae,Anseriformes,Anatidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Branta_bernicla,MVZ_73081,Y,1277.9,,,,115,,,56.8,99.8,,57.7,,,,1,,,,,
Neognathae,Suliformes,Phalacrocoracidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Phalacrocorax_pelagicus,UWBM_52103,Y,1843.95,,,,128.9,,,56.8,98.5,,54.2,,,,1,,,,,
Neognathae,Gruiformes,Rallidae,Brinkworth_et_al_2023,"Bell_et_al.,_2021._Front.EarthSci.",Physical,Rallus_longirostris,NHMLAC_unknown,Y,259.4,,,,58.79,,,56.76,80.4,,53.69,,,,1,,,,,
Neognathae,Suliformes,,Field_et_al_(2013),Field_et_al_(2013),Physical,Phalacrocorax_auritus,YPM_107560,Y,1540,,,,144.31,22.91,22.16,56.75,100.16,,63.15,20.55,F,,1,6.18,6.46,8.82,5.71,70.02
Neognathae,Accipitriformes,,Field_et_al_(2013),Field_et_al_(2013),Physical,Milvus_migrans,YPM_104087,Y,870,,,,100.83,18.6,14.43,56.74,77.17,,51.17,15.33,M,,1,7.64,4.53,7.07,4.46,37.17
Neognathae,Anseriformes,,Field_et_al_(2013),Field_et_al_(2013),Physical,Melanitta_fusca,YPM_109703,Y,1757,,,,100.67,22.61,18.08,56.71,95.46,,50.46,16.98,M,,1,7.07,4.94,8.04,6.16,56.68
Neognathae,Ciconiiformes,,Field_et_al_(2013),Field_et_al_(2013),Physical,Egretta_novaehollandiae,YPM_110758,Y,521,,,,105.13,20.97,16.37,56.7,126.85,,91.32,14.02,F,,1,5,4.28,6.28,4.22,44.02
Neognathae,Pelecaniformes,Ardeidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Egretta_novaehollandiae,MVZ_154308,Y,558.6,,,,108.7,,,56.7,127.9,,92.6,,,,1,,,,,
Neognathae,Suliformes,Phalacrocoracidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Phalacrocorax_urile,UWBM_51948,Y,2117.66,,,,121.3,,,56.7,95.6,,52.7,,,,1,,,,,
Neognathae,Charadriiformes,,Field_et_al_(2013),Field_et_al_(2013),Physical,Larus_marinus,YPM_104230,Y,1488,,,,117.37,22.07,14.84,56.68,97.06,,59.74,11.38,F,,1,7.48,3.72,9.07,4.49,48.01
Neognathae,Suliformes,Phalacrocoracidae,Brinkworth_et_al_2023,"HiniFrlog_S._&_Motani_R.,_2010._J.Evol.Biol.,_23:_372385.",Physical,Phalacrocorax_bougainvillii,Unknown,Y,2485,,,,155.48,,,56.68,118.54,,66.58,,,,1,,,,,
Neognathae,Pelecaniformes,Ardeidae,Brinkworth_et_al_2023,"Bell_et_al.,_2021._Front.EarthSci.",Physical,Pilherodius_pileatus,NHMLAC_unknown,Y,568.6,,,,94.13,,,56.63,119.26,,89.61,,,,1,,,,,
Neognathae,Charadriiformes,Laridae,Brinkworth_et_al_2023,"Bell_et_al.,_2021._Front.EarthSci.",Physical,Larus_dominicanus,NHMLAC_unknown,Y,952.4,,,,130.15,,,56.62,104.32,,66.1,,,,1,,,,,
Neognathae,Pelecaniformes,Ardeidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Bubulcus_ibis,NMNSAS_2,Y,366,,,,96.5,,,56.6,128.3,,90.3,,,,1,,,,,
Neognathae,Galliformes,Phasianidae,Brinkworth_et_al_2023,"Gatesy_S.M._&_Middleton_K.M.,_1997._J.Vert.Paleo,_17(2):_306329;Middleton_K.M._&_Gatesy_S.M.,_2000._Zoo.J.Linn.Soc,_128:_149187.",Physical,Bonasa_umbellus,MCZ_7371,Y,530.9,,,,51.9,,,56.6,78,,41.6,,,,1,,,,,
Neognathae,Anseriformes,Anatidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Tadorna_ferruginea,YIO_62471,Y,1235,,,,118.3,,,56.6,101.4,,58.3,,,,1,,,,,
Neognathae,Suliformes,Phalacrocoracidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Phalacrocorax_urile,UWBM_52092,Y,2117.66,,,,125.1,,,56.6,96.2,,52,,,,1,,,,,
Neognathae,Suliformes,Phalacrocoracidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Phalacrocorax_penicillatus,MVZ_157664,Y,2224.24,,,,136,,,56.6,110.9,,61.9,,,,1,,,,,
Neognathae,Galliformes,Phasianidae,Brinkworth_et_al_2023,"Bell_et_al.,_2021._Front.EarthSci.",Physical,Alectoris_philbyi,NHMLAC_unknown,Y,441,,,,48.42,,,56.59,72.54,,43.82,,,,1,,,,,
Neognathae,Anseriformes,Anatidae,Brinkworth_et_al_2023,"Bell_et_al.,_2021._Front.EarthSci.",Physical,Tadorna_ferruginea,NHMLAC_unknown,Y,1235,,,,119.17,,,56.56,102.39,,61.31,,,,1,,,,,
Neognathae,Anseriformes,Anatidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Anser_rossii,MVZ_46025,Y,1635.99,,,,115.5,,,56.5,100,,61.9,,,,1,,,,,
Neognathae,Suliformes,Phalacrocoracidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Phalacrocorax_auritus,MVZ_151571,Y,1806.49,,,,142.2,,,56.5,101.2,,63.5,,,,1,,,,,
Neognathae,Suliformes,Phalacrocoracidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Phalacrocorax_pelagicus,YIO_63930,Y,1843.95,,,,,,,56.5,,,,,,,1,,,,,
Neognathae,Suliformes,Phalacrocoracidae,Brinkworth_et_al_2023,"Gatesy_S.M._&_Middleton_K.M.,_1997._J.Vert.Paleo,_17(2):_306329;Middleton_K.M._&_Gatesy_S.M.,_2000._Zoo.J.Linn.Soc,_128:_149187.",Physical,Phalacrocorax_bougainvillii,MCZ_6953,Y,2485,,,,153.5,,,56.5,107.5,,60.7,,,,1,,,,,
Neognathae,Suliformes,Phalacrocoracidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Phalacrocorax_carbo,EP_192,Y,2529,,,,147.1,,,56.5,100.5,,61.4,,,,1,,,,,
Neognathae,Gaviiformes,Gaviidae,Brinkworth_et_al_2023,"Gatesy_S.M._&_Middleton_K.M.,_1997._J.Vert.Paleo,_17(2):_306329;Middleton_K.M._&_Gatesy_S.M.,_2000._Zoo.J.Linn.Soc,_128:_149187.",Physical,Gavia_immer,MCZ_7918,Y,4956.8,,,,194,,,56.5,145,,92.4,,,,1,,,,,
Neognathae,Gaviiformes,Gaviidae,Brinkworth_et_al_2023,"Gatesy_S.M._&_Middleton_K.M.,_1997._J.Vert.Paleo,_17(2):_306329;Middleton_K.M._&_Gatesy_S.M.,_2000._Zoo.J.Linn.Soc,_128:_149187.",Physical,Gavia_immer,MCZ_7917,Y,4956.8,,,,191,,,56.5,146,,88.3,,,,1,,,,,
Neognathae,Cuculiformes,,Campione_et_al_(2014),Campione_et_al_(2014),Physical,Geococcyx_californiana,ROM_128876,Y,308,1,,,46.39,11.65,15.05,56.495,85.725,13,,,,,1,,,,,
Neognathae,Strigiformes,,Field_et_al_(2013),Field_et_al_(2013),Physical,Asio__flammeus,YPM_107606,Y,315,,,,88.89,17.01,16.16,56.48,81.37,,43.77,12.38,M,,1,5.96,4.35,4.85,4.76,36.19
Neognathae,Pelecaniformes,Ardeidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Egretta_sacra,UWBM_42672,Y,502,,,,100.3,,,56.4,109.2,,74.2,,,,1,,,,,
Neognathae,Suliformes,Phalacrocoracidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Phalacrocorax_pelagicus,KUGM_RAJ_14052904,Y,1843.95,,,,131,,,56.4,98.7,,54.5,,,,1,,,,,
Neognathae,Suliformes,Phalacrocoracidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Phalacrocorax_pelagicus,UWBM_78769,Y,1843.95,,,,128.8,,,56.4,99.6,,55.2,,,,1,,,,,
Neognathae,Suliformes,Phalacrocoracidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Phalacrocorax_penicillatus,MVZ_157665,Y,2224.24,,,,137,,,56.4,108.2,,61.1,,,,1,,,,,
Neognathae,Suliformes,Phalacrocoracidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Phalacrocorax_penicillatus,UWBM_53584,Y,2224.24,,,,132.5,,,56.4,109.7,,60.6,,,,1,,,,,
Neognathae,Gaviiformes,Gaviidae,Brinkworth_et_al_2023,"Gatesy_S.M._&_Middleton_K.M.,_1997._J.Vert.Paleo,_17(2):_306329;Middleton_K.M._&_Gatesy_S.M.,_2000._Zoo.J.Linn.Soc,_128:_149187.",Physical,Gavia_immer,MCZ_1661,Y,4956.8,,,,192,,,56.4,143.3,,90.2,,,,1,,,,,
Neognathae,Accipitriformes,Accipitridae,Brinkworth_et_al_2023,"Bell_et_al.,_2021._Front.EarthSci.",Physical,Accipiter_bicolor,NHMLAC_unknown,Y,287.5,,,,68.3,,,56.39,80.78,,64.28,,,,1,,,,,
Neognathae,Anseriformes,,Field_et_al_(2013),Field_et_al_(2013),Physical,Melanitta_fusca,YPM_109907,Y,1732,,,,99.15,22.96,17.86,56.38,92.23,,47.55,14.2,F,,1,6.47,4.83,8.74,6.18,53.63
Neognathae,Columbiformes,Columbidae,Brinkworth_et_al_2023,"Bell_et_al.,_2021._Front.EarthSci.",Physical,Ducula_pinon,NHMLAC_unknown,Y,756,,,,68.46,,,56.33,73.51,,36.69,,,,1,,,,,
Neognathae,Anseriformes,Anatidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Branta_ruficollis,YIO_14155,Y,1226.5,,,,,,,56.3,,,,,,,1,,,,,
Neognathae,Anseriformes,Anatidae,Brinkworth_et_al_2023,"Zeffer_et_al.,_2003._Bio.J.Linn.Soc",Physical,Melanitta_fusca,Unknown,Y,1800.2,,,,,,,56.3,90.8,,49.5,,,,1,,,,,
Neognathae,Sphenisciformes,Spheniscidae,Brinkworth_et_al_2023,"Gatesy_S.M._&_Middleton_K.M.,_1997._J.Vert.Paleo,_17(2):_306329;Middleton_K.M._&_Gatesy_S.M.,_2000._Zoo.J.Linn.Soc,_128:_149187.",Physical,Spheniscus_mendiculus,MCZ_3638,Y,1921.9,,,,54.2,,,56.3,83.7,,22.9,,,,1,,,,,
Neognathae,Suliformes,Phalacrocoracidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Phalacrocorax_urile,UWBM_51955,Y,2117.66,,,,124.4,,,56.3,95.5,,52.1,,,,1,,,,,
Neognathae,Gruiformes,Rallidae,Chan_(2017),Chan_(2017),Physical,Gallinula_hodgenorum,MNZ_S35578,Y,,,,,,,13.4,56.3,79.4,13.4,,,,,1,,,,,
