Clade.1,Clade.2,Clade.3,Sec_Ref,Primary_Ref,Method,Taxon,EBM.ref.sp,Aves,BM.g,Pneumatic,BM.Qual,Meas.sp,HumerusLen,HumerusCirc,FemurCirc,FemurLen,TibulaLen,TibiaCirc,TarsusLen,TarusCirc,Sex,Comments,Living,humerus_diameter_(mm),tarsus_diameter_(mm),coracoid_HAF_(mm),coracoid_HAF_(mm),coracoid_max_length
Neognathae,Anseriformes,Anatidae,Brinkworth_et_al_2023,"HiniFrlog_S._&_Motani_R.,_2010._J.Evol.Biol.,_23:_372385.",Physical,Anas_gibberifrons,Unknown,Y,488.1,,,,70.78,,,39.26,64.74,,36.53,,,,1,,,,,
Neognathae,Psittaciformes,,Field_et_al_(2013),Field_et_al_(2013),Physical,Amazona_albifrons,YPM_109594,Y,206,,,,44.05,11.29,9.35,39.25,52.27,,18.28,9.32,M,,1,3.58,3.99,3.95,3.26,32.45
Neognathae,Charadriiformes,,Field_et_al_(2013),Field_et_al_(2013),Physical,Recurvirostra_americana,YPM_109846,Y,307,,,,68.1,12.35,11.09,39.22,117.29,,93.38,9.25,M,,1,3.97,3.05,5.24,3.54,30.68
Palaeognathae,Tinamiformes,Tinamidae,Crouch&Clarke_(2019),Crouch&Clarke_(2019),Physical,Crypturellus_undulatus,,Y,500,,,,53,,,55,77,,51,,,,1,,,,,
Neognathae,Charadriiformes,Alcidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Cerorhinca_monocerata,YIO_63931,Y,482.2,,,,,,,39.2,,,,,,,1,,,,,
Neognathae,Charadriiformes,Alcidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Fratercula_corniculata,YIO_12878,Y,536.1,,,,,,,39.2,,,,,,,1,,,,,
Neognathae,Procellariiformes,Procellariidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Calonectris_leucomelas,UWBM_55602,Y,580,,,,110.1,,,39.2,71,,49.6,,,,1,,,,,
Neognathae,Procellariiformes,Procellariidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Calonectris_leucomelas,KUGM_RAJ_CLA2,Y,580,,,,115.2,,,39.2,73.8,,50.3,,,,1,,,,,
Neognathae,Procellariiformes,Procellariidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Calonectris_leucomelas,NMNSAS_998,Y,580,,,,112.3,,,39.2,,,,,,,1,,,,,
Neognathae,Anseriformes,Anatidae,Brinkworth_et_al_2023,"Zeffer_et_al.,_2003._Bio.J.Linn.Soc",Physical,Aix_sponsa,Unknown,Y,657.6,,,,,,,39.2,60.3,,33.4,,,,1,,,,,
Neognathae,Procellariiformes,Procellariidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Ardenna_grisea,MVZ_49408,Y,787,,,,108,,,39.2,84.8,,57.6,,,,1,,,,,
Neognathae,Procellariiformes,Procellariidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Ardenna_grisea,MVZ_49370,Y,787,,,,107.8,,,39.2,86.1,,58.9,,,,1,,,,,
Neognathae,Charadriiformes,,Field_et_al_(2013),Field_et_al_(2013),Physical,Recurvirostra_americana,YPM_103990,Y,307,,,,71.74,13.29,11.94,39.17,113.72,,95.27,8.99,M,,1,4.57,2.74,5.26,3.49,30.86
Neognathae,Strigiformes,,Field_et_al_(2013),Field_et_al_(2013),Physical,Athene_noctua,YPM_104108,Y,164,,,,50.15,11.81,10.48,39.16,57.39,,34.96,11.74,F,,1,3.42,3.44,2.89,3.31,34.91
Neognathae,Bucerotiformes,Bucerotidae,Brinkworth_et_al_2023,"HiniFrlog_S._&_Motani_R.,_2010._J.Evol.Biol.,_23:_372385.",Physical,Tockus_erythrorhynchus,Unknown,Y,138.6,,,,45.58,,,39.13,58.88,,39.19,,,,1,,,,,
Neognathae,Charadriiformes,,Field_et_al_(2013),Field_et_al_(2013),Physical,Recurvirostra_americana,YPM_109847,Y,302,,,,70.82,11.84,10.56,39.13,115.07,,97.66,8.44,F,,1,3.95,2.88,5.21,3.35,28.86
Neognathae,Procellariiformes,Procellariidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Daption_capense,MVZ_133611,Y,429.6,,,,,,,39.1,76.2,,46.2,,,,1,,,,,
Neognathae,Charadriiformes,Alcidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Cerorhinca_monocerata,MVZ_19038,Y,482.2,,,,66.9,,,39.1,62.3,,29.2,,,,1,,,,,
Neognathae,Charadriiformes,Alcidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Cerorhinca_monocerata,MVZ_54409,Y,482.2,,,,66.7,,,39.1,63.6,,30,,,,1,,,,,
Neognathae,Charadriiformes,Alcidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Cerorhinca_monocerata,YIO_62588,Y,482.2,,,,,,,39.1,,,,,,,1,,,,,
Neognathae,Procellariiformes,Procellariidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Calonectris_leucomelas,KUGM_RAJ_CLA1,Y,580,,,,112.3,,,39.1,72,,50.8,,,,1,,,,,
Neognathae,Charadriiformes,Alcidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Fratercula_arctica,YIO_60957,Y,593,,,,64,,,39.1,61,,26.4,,,,1,,,,,
Neognathae,Procellariiformes,Procellariidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Fulmarus_glacialis,MVZ_182953,Y,611.9,,,,96.2,,,39.1,74.6,,45.1,,,,1,,,,,
Neognathae,Procellariiformes,Procellariidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Ardenna_grisea,MVZ_49376,Y,787,,,,107,,,39.1,85.7,,57.4,,,,1,,,,,
Neognathae,Gaviiformes,Gaviidae,Brinkworth_et_al_2023,"Zeffer_et_al.,_2003._Bio.J.Linn.Soc",Physical,Gavia_stellata,Unknown,Y,1486,,,,,,,39.1,116.4,,74.7,,,,1,,,,,
Neognathae,Passeriformes,Cotingidae,Brinkworth_et_al_2023,"Bell_et_al.,_2021._Front.EarthSci.",Physical,Rupicola_peruvianus,NHMLAC_unknown,Y,242.5,,,,45.2,,,39.09,57.4,,36.41,,,,1,,,,,
Neognathae,Columbiformes,,Field_et_al_(2013),Field_et_al_(2013),Physical,Columba_oenas,YPM_103356,Y,302,,,,43.54,12.93,10.7,39.07,51.47,,27.26,8.29,M,,1,4.3,2.92,4.44,3.82,34.79
Neognathae,Charadriiformes,,Field_et_al_(2013),Field_et_al_(2013),Physical,Recurvirostra_americana,YPM_104040,Y,302,,,,68.02,12.32,11.23,39.05,111.34,,91.3,8.36,F,,1,4.23,2.6,5.08,3.34,28.9
Neognathae,Anseriformes,Anatidae,Brinkworth_et_al_2023,"Bell_et_al.,_2021._Front.EarthSci.",Physical,Oxyura_jamaicensis,NHMLAC_unknown,Y,608.2,,,,69.1,,,39.05,61.97,,33.07,,,,1,,,,,
Neognathae,Caprimulgiformes,Steatornithidae,Brinkworth_et_al_2023,"Gatesy_S.M._&_Middleton_K.M.,_1997._J.Vert.Paleo,_17(2):_306329;Middleton_K.M._&_Gatesy_S.M.,_2000._Zoo.J.Linn.Soc,_128:_149187.",Physical,Steatornis_caripensis,MCZ_1401,Y,408,,,,73.6,,,39,32.7,,19.8,,,,1,,,,,
Neognathae,Charadriiformes,Alcidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Fratercula_corniculata,HUMNH_60419,Y,536.1,,,,65.6,,,39,62.2,,28.2,,,,1,,,,,
Neognathae,Procellariiformes,Procellariidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Calonectris_leucomelas,UWBM_55320,Y,580,,,,110.6,,,39,71.7,,48.7,,,,1,,,,,
Neognathae,Procellariiformes,Procellariidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Calonectris_leucomelas,NMNSAS_1255,Y,580,,,,112.5,,,39,73.8,,49.8,,,,1,,,,,
Neognathae,Anseriformes,Anatidae,Brinkworth_et_al_2023,"Zeffer_et_al.,_2003._Bio.J.Linn.Soc",Physical,Aix_sponsa,Unknown,Y,657.6,,,,,,,39,61.6,,34.7,,,,1,,,,,
Neognathae,Procellariiformes,Procellariidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Ardenna_grisea,MVZ_49402,Y,787,,,,109.7,,,39,85.7,,58.3,,,,1,,,,,
Neognathae,Procellariiformes,Procellariidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Ardenna_grisea,MVZ_49373,Y,787,,,,110.1,,,39,89.2,,59.1,,,,1,,,,,
Neognathae,Gaviiformes,Gaviidae,Brinkworth_et_al_2023,"HiniFrlog_S._&_Motani_R.,_2010._J.Evol.Biol.,_23:_372385.",Physical,Gavia_stellata,Unknown,Y,1486,,,,141.84,,,39,116.93,,75.68,,,,1,,,,,
Palaeognathae,Tinamiformes,Tinamidae,Campione_et_al_(2014),Campione_et_al_(2014),Physical,Crypturellus_boucardi,ROM_112832,Y,460,0,,,51.11,16.2,14,55.485,80.935,12.4,,,,,1,,,,,
Neognathae,Passeriformes,,Field_et_al_(2013),Field_et_al_(2013),Physical,Quiscalus_major,YPM_110441,Y,206,,,,41.52,11.45,8.53,38.98,70.94,,49.69,9.38,M,,1,4.32,2.61,3.43,2.38,34.47
Neognathae,Anseriformes,Anatidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Bucephala_albeola,MVZ_45050,Y,397.5,,,,63.8,,,38.9,59.1,,34.1,,,,1,,,,,
Neognathae,Charadriiformes,Alcidae,Brinkworth_et_al_2023,"Gatesy_S.M._&_Middleton_K.M.,_1997._J.Vert.Paleo,_17(2):_306329;Middleton_K.M._&_Gatesy_S.M.,_2000._Zoo.J.Linn.Soc,_128:_149187.",Physical,Fratercula_arctica,MCZ_2994,Y,593,,,,64.4,,,38.9,62.4,,27.3,,,,1,,,,,
Neognathae,Anseriformes,Anatidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Oxyura_jamaicensis,USNM_500983,Y,608.2,,,,68,,,38.9,61.1,,32.9,,,,1,,,,,
Neognathae,Procellariiformes,Procellariidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Ardenna_grisea,MVZ_19084,Y,787,,,,107.5,,,38.9,86.8,,57.9,,,,1,,,,,
Neognathae,Anseriformes,Anatidae,Brinkworth_et_al_2023,"HiniFrlog_S._&_Motani_R.,_2010._J.Evol.Biol.,_23:_372385.",Physical,Lophodytes_cucullatus,Unknown,Y,613.8,,,,65.25,,,38.85,58.62,,31.37,,,,1,,,,,
Neognathae,Procellariiformes,,Field_et_al_(2013),Field_et_al_(2013),Physical,Daption_capense,YPM_110719,Y,442,,,,84.57,15.82,9.92,38.84,78.62,,43.05,10.8,M,,1,5.08,3.05,4.74,4.76,30.89
Neognathae,Anseriformes,Anatidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Malacorhynchus_membranaceus,MVZ_143329,Y,372.8,,,,,,,38.8,65.7,,36.5,,,,1,,,,,
Neognathae,Charadriiformes,Stercorariidae,Brinkworth_et_al_2023,"Zeffer_et_al.,_2003._Bio.J.Linn.Soc",Physical,Stercorarius_parasiticus,Unknown,Y,444.3,,,,,,,38.8,66.9,,46.8,,,,1,,,,,
Neognathae,Charadriiformes,Alcidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Cerorhinca_monocerata,EP_115,Y,482.2,,,,65.8,,,38.8,61.5,,28.1,,,,1,,,,,
Neognathae,Procellariiformes,Procellariidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Calonectris_leucomelas,NMNSVP_343,Y,580,,,,109.4,,,38.8,70.3,,48.1,,,,1,,,,,
Neognathae,Charadriiformes,Alcidae,Brinkworth_et_al_2023,"Gatesy_S.M._&_Middleton_K.M.,_1997._J.Vert.Paleo,_17(2):_306329;Middleton_K.M._&_Gatesy_S.M.,_2000._Zoo.J.Linn.Soc,_128:_149187.",Physical,Fratercula_arctica,MCZ_6006,Y,593,,,,64.1,,,38.8,61.9,,27.1,,,,1,,,,,
Neognathae,Procellariiformes,Procellariidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Ardenna_grisea,MVZ_19083,Y,787,,,,106.5,,,38.8,85.7,,56,,,,1,,,,,
Neognathae,Gruiformes,Rallidae,Chan_(2017),Chan_(2017),Physical,Gallirallus_wakensis,USNM_289255,Y,,,,,,,10.7,38.8,57.4,9.2,,,,,1,,,,,
Neognathae,Strigiformes,,Field_et_al_(2013),Field_et_al_(2013),Physical,Ninox_novaeseelandiae,YPM_110796,Y,213,,,,55.44,11.32,9.51,38.73,58.88,,32.44,10.38,F,,1,4.22,3.51,3.48,3.87,26.67
Neognathae,Anseriformes,Anatidae,Brinkworth_et_al_2023,"HiniFrlog_S._&_Motani_R.,_2010._J.Evol.Biol.,_23:_372385.",Physical,Bucephala_albeola,Unknown,Y,397.5,,,,62.25,,,38.71,55.88,,32.74,,,,1,,,,,
Neognathae,Anseriformes,Anatidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Anas_crecca,YIO_60813,Y,341.9,,,,,,,38.7,,,,,,,1,,,,,
Neognathae,Anseriformes,Anatidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Sibirionetta_formosa,YIO_14262,Y,433.98,,,,,,,38.7,,,,,,,1,,,,,
Neognathae,Charadriiformes,Alcidae,Brinkworth_et_al_2023,"Smith_N.A._&_Clarke_J.A.,_2011._Orn.Mono.,_72(1):_161.",Physical,Cepphus_columba,USNM_612989,Y,530,,,,64.6,,,38.7,73.9,,35,,,,1,,,,,
Neognathae,Charadriiformes,Alcidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Fratercula_corniculata,HUMNH_60418,Y,536.1,,,,67.7,,,38.7,63.8,,28.6,,,,1,,,,,
Neognathae,Procellariiformes,Procellariidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Calonectris_leucomelas,UWBM_55603,Y,580,,,,112.5,,,38.7,70.7,,49.7,,,,1,,,,,
Neognathae,Charadriiformes,Alcidae,Brinkworth_et_al_2023,"Zeffer_et_al.,_2003._Bio.J.Linn.Soc",Physical,Fratercula_arctica,Unknown,Y,593,,,,,,,38.7,63.7,,28.5,,,,1,,,,,
Neognathae,Anseriformes,Anatidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Oxyura_jamaicensis,USNM_623348,Y,608.2,,,,68,,,38.7,61.1,,32.4,,,,1,,,,,
Neognathae,Anseriformes,Anatidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Anas_castanea,USNM_500292,Y,624,,,,69.8,,,38.7,62.3,,36.9,,,,1,,,,,
Neognathae,Procellariiformes,Procellariidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Ardenna_grisea,MVZ_49403,Y,787,,,,101.4,,,38.7,82.8,,57.1,,,,1,,,,,
Neognathae,Procellariiformes,Procellariidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Ardenna_grisea,MVZ_49383,Y,787,,,,108,,,38.7,83.8,,54.9,,,,1,,,,,
Neognathae,Charadriiformes,,Field_et_al_(2013),Field_et_al_(2013),Physical,Recurvirostra_americana,YPM_103856,Y,302,,,,68.64,12.3,11.12,38.69,111.3,,94.8,7.98,F,,1,4.35,2.46,5.11,3.38,29.96
Neognathae,Psittaciformes,Psittaculidae,Brinkworth_et_al_2023,"Bell_et_al.,_2021._Front.EarthSci.",Physical,Lorius_garrulus,NHMLAC_unknown,Y,143,,,,37.07,,,38.68,53.38,,22.05,,,,1,,,,,
Neognathae,Suliformes,,Field_et_al_(2013),Field_et_al_(2013),Physical,Phalacrocorax_africanus,YPM_105268,Y,545,,,,90.17,17.88,15.67,38.68,61.71,,35.23,13.41,M,,1,5.07,4,5.88,3.51,46.76
Neognathae,Charadriiformes,Recurvirostridae,Brinkworth_et_al_2023,"Bell_et_al.,_2021._Front.EarthSci.",Physical,Recurvirostra_americana,NHMLAC_unknown,Y,304.5,,,,69.91,,,38.67,105.91,,90.3,,,,1,,,,,
Neognathae,Charadriiformes,,Field_et_al_(2013),Field_et_al_(2013),Physical,Cerorhinca_monocerata,YPM_109881,Y,510,,,,64.47,14.24,11.77,38.63,62.51,,28.2,13.48,M,,1,6.06,3.9,5.59,3.55,38.19
Neognathae,Anseriformes,Anatidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Malacorhynchus_membranaceus,MVZ_141917,Y,372.8,,,,69.6,,,38.6,66.7,,36.9,,,,1,,,,,
Neognathae,Gaviiformes,Gaviidae,Brinkworth_et_al_2023,"Gatesy_S.M._&_Middleton_K.M.,_1997._J.Vert.Paleo,_17(2):_306329;Middleton_K.M._&_Gatesy_S.M.,_2000._Zoo.J.Linn.Soc,_128:_149187.",Physical,Gavia_stellata,MCZ_6996,Y,1486,,,,138.3,,,38.6,113.9,,71.6,,,,1,,,,,
Neognathae,Galliformes,Odontophoridae,Brinkworth_et_al_2023,"Bell_et_al.,_2021._Front.EarthSci.",Physical,Callipepla_gambelii,NHMLAC_unknown,Y,166,,,,32.12,,,38.56,53.08,,30.82,,,,1,,,,,
Neognathae,Anseriformes,Anatidae,Brinkworth_et_al_2023,"Bell_et_al.,_2021._Front.EarthSci.",Physical,Anas_erythrorhyncha,NHMLAC_unknown,Y,558.8,,,,73.82,,,38.55,62.12,,36.5,,,,1,,,,,
Neognathae,Gruiformes,,Field_et_al_(2013),Field_et_al_(2013),Physical,Porphyrio_flavirostris,YPM_109144,Y,93.3,,,,36.99,7.4,8.25,38.51,70.78,,46.62,7.54,M,,1,2.52,2.46,2.88,2.26,20.18
Neognathae,Charadriiformes,Recurvirostridae,Brinkworth_et_al_2023,"Gatesy_S.M._&_Middleton_K.M.,_1997._J.Vert.Paleo,_17(2):_306329;Middleton_K.M._&_Gatesy_S.M.,_2000._Zoo.J.Linn.Soc,_128:_149187.",Physical,Recurvirostra_americana,MCZ_32,Y,304.5,,,,71.7,,,38.5,111.7,,94.2,,,,1,,,,,
Neognathae,Charadriiformes,Alcidae,Brinkworth_et_al_2023,"Zeffer_et_al.,_2003._Bio.J.Linn.Soc",Physical,Cepphus_grylle,Unknown,Y,378,,,,,,,38.5,64,,32.9,,,,1,,,,,
Palaeognathae,Tinamiformes,Tinamidae,Gatesy&Middleton_(1997),Gatesy&Middleton_(1997),Physical,Eudromia_elegans,MCZ_3064,Y,,,,,,,,56,,,,,,,1,,,,,
Neognathae,Anseriformes,Anatidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Aythya_nyroca,USNM_227116,Y,574,,,,,,,38.5,,,,,,,1,,,,,
Neognathae,Procellariiformes,Procellariidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Calonectris_leucomelas,NMNSVP_299,Y,580,,,,111.7,,,38.5,,,,,,,1,,,,,
Neognathae,Anseriformes,Anatidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Oxyura_jamaicensis,USNM_491320,Y,608.2,,,,67.3,,,38.5,59.4,,32.3,,,,1,,,,,
Neognathae,Anseriformes,Anatidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Oxyura_jamaicensis,USNM_500984,Y,608.2,,,,68.1,,,38.5,61.4,,32.4,,,,1,,,,,
Neognathae,Anseriformes,Anatidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Aix_sponsa,MVZ_66594,Y,657.6,,,,,,,38.5,,,,,,,1,,,,,
Neognathae,Procellariiformes,Procellariidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Ardenna_grisea,MVZ_49372,Y,787,,,,109,,,38.5,83.9,,57.8,,,,1,,,,,
Neognathae,Procellariiformes,Procellariidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Ardenna_grisea,EP_131,Y,787,,,,107.9,,,38.5,88.2,,,,,,1,,,,,
Neognathae,Passeriformes,,Field_et_al_(2013),Field_et_al_(2013),Physical,Quiscalus_major,YPM_110440,Y,206,,,,40.78,10.3,9.13,38.44,65.53,,48.18,9.41,M,,1,3.44,2.47,3.24,1.96,34.2
Neognathae,Procellariiformes,Procellariidae,Brinkworth_et_al_2023,"Bell_et_al.,_2021._Front.EarthSci.",Physical,Puffinus_griseus,NHMLAC_unknown,Y,787,,,,109.45,,,38.42,85.14,,56.87,,,,1,,,,,
Neognathae,Anseriformes,Anatidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Anas_flavirostris,MACN_68388,Y,434,,,,66.4,,,38.4,61.1,,34.3,,,,1,,,,,
Neognathae,Procellariiformes,Procellariidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Ardenna_grisea,MVZ_49375,Y,787,,,,108.3,,,38.4,87,,57.2,,,,1,,,,,
Neognathae,Anseriformes,,Field_et_al_(2013),Field_et_al_(2013),Physical,Oxyura_jamaicensis,YPM_109129,Y,588,,,,67.56,12.52,13.42,38.36,66.58,,33.31,11.31,F,,1,3.99,4.26,6.07,3.7,40.15
Neognathae,Suliformes,Phalacrocoracidae,Brinkworth_et_al_2023,"HiniFrlog_S._&_Motani_R.,_2010._J.Evol.Biol.,_23:_372385.",Physical,Phalacrocorax_africanus,Unknown,Y,545,,,,94.68,,,38.33,62.36,,36.82,,,,1,,,,,
Neognathae,Anseriformes,,Field_et_al_(2013),Field_et_al_(2013),Physical,Aythya_nyroca,YPM_106018,Y,574,,,,72.61,14.55,10.31,38.32,60.62,,31.3,15.22,M,,1,3.63,4.58,6.04,4.3,44.43
Neognathae,Charadriiformes,Recurvirostridae,Brinkworth_et_al_2023,"Gatesy_S.M._&_Middleton_K.M.,_1997._J.Vert.Paleo,_17(2):_306329;Middleton_K.M._&_Gatesy_S.M.,_2000._Zoo.J.Linn.Soc,_128:_149187.",Physical,Recurvirostra_americana,MCZ_31,Y,304.5,,,,70.4,,,38.3,120.3,,86.7,,,,1,,,,,
Neognathae,Columbiformes,Columbidae,Brinkworth_et_al_2023,"Gatesy_S.M._&_Middleton_K.M.,_1997._J.Vert.Paleo,_17(2):_306329;Middleton_K.M._&_Gatesy_S.M.,_2000._Zoo.J.Linn.Soc,_128:_149187.",Physical,Columba_livia,MCZ_1250,Y,354.2,,,,44.1,,,38.3,56.8,,31.3,,,,1,,,,,
Neognathae,Charadriiformes,Alcidae,Brinkworth_et_al_2023,"Zeffer_et_al.,_2003._Bio.J.Linn.Soc",Physical,Cepphus_grylle,Unknown,Y,378,,,,,,,38.3,63.7,,34.8,,,,1,,,,,
Neognathae,Charadriiformes,Laridae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Larus_canus,UWBM_31706,Y,412.5,,,,,,,38.3,78.9,,47.5,,,,1,,,,,
Neognathae,Charadriiformes,Stercorariidae,Brinkworth_et_al_2023,"Zeffer_et_al.,_2003._Bio.J.Linn.Soc",Physical,Stercorarius_parasiticus,Unknown,Y,444.3,,,,,,,38.3,66.1,,43.2,,,,1,,,,,
Neognathae,Charadriiformes,Alcidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Cerorhinca_monocerata,MVZ_49339,Y,482.2,,,,65.8,,,38.3,61.8,,27.3,,,,1,,,,,
Neognathae,Charadriiformes,Alcidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Cerorhinca_monocerata,YIO_12817,Y,482.2,,,,,,,38.3,,,,,,,1,,,,,
Neognathae,Procellariiformes,Procellariidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Calonectris_leucomelas,NMNSVP_44,Y,580,,,,113.3,,,38.3,70.6,,49,,,,1,,,,,
Neognathae,Anseriformes,Anatidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Oxyura_jamaicensis,USNM_499417,Y,608.2,,,,,,,38.3,61.9,,32.3,,,,1,,,,,
Neognathae,Gaviiformes,Gaviidae,Brinkworth_et_al_2023,"Gatesy_S.M._&_Middleton_K.M.,_1997._J.Vert.Paleo,_17(2):_306329;Middleton_K.M._&_Gatesy_S.M.,_2000._Zoo.J.Linn.Soc,_128:_149187.",Physical,Gavia_stellata,MCZ_6913,Y,1486,,,,128.5,,,38.3,110.7,,70.9,,,,1,,,,,
Neognathae,Charadriiformes,Alcidae,Brinkworth_et_al_2023,"Bell_et_al.,_2021._Front.EarthSci.",Physical,Fratercula_arctica,NHMLAC_unknown,Y,593,,,,61.12,,,38.28,60.06,,27.25,,,,1,,,,,
Neognathae,Galliformes,Odontophoridae,Brinkworth_et_al_2023,"Bell_et_al.,_2021._Front.EarthSci.",Physical,Philortyx_fasciatus,NHMLAC_unknown,Y,130,,,,30.51,,,38.26,49.34,,28.87,,,,1,,,,,
Neognathae,Charadriiformes,,Field_et_al_(2013),Field_et_al_(2013),Physical,Cerorhinca_monocerata,YPM_109221,Y,456,,,,65.73,12.77,12.51,38.24,60.48,,28.17,12.16,F,,1,5.16,3.8,5.26,3.56,38.91
Neognathae,Charadriiformes,Laridae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Larus_ridibundus,UWBM_44056,Y,284,,,,84.2,,,38.2,76.2,,52.1,,,,1,,,,,
Neognathae,Charadriiformes,Laridae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Larus_atricilla,MVZ_49568,Y,307.4,,,,87.9,,,38.2,74.3,,50.4,,,,1,,,,,
Neognathae,Anseriformes,Anatidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Anas_capensis,NMNSAS_1442,Y,402,,,,73,,,38.2,67.7,,40.2,,,,1,,,,,
Neognathae,Anseriformes,Anatidae,Brinkworth_et_al_2023,"Watanabe_J.,_2018._Evolution,_72(12):_26322652.",Physical,Aythya_nyroca,USNM_431536,Y,574,,,,70.2,,,38.2,,,,,,,1,,,,,
