Order,Family,Species,JetzTreeName,Humerus_length_mm,Ulna_length_mm,Radius_length_mm,Carpometacarpus_length_mm,Femur_length_mm,Tibiotarsus_length_mm,Tarsometatarsus_length_mm,Spec_no.,Reference,Body_mass_g,Foraging_niche,TrophicEcology,Habitat,Kipps.dist
Podicipediformes,Podicipedidae,Aechmophorus_clarkii,Aechmophorus_clarkii,115.95,104.25,NA,50.31,45.34,119.61,74.83,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",1090.9,Aquatic dive,Aquatic predator,Wetland,79.8
Podicipediformes,Podicipedidae,Aechmophorus_occidentalis,Aechmophorus_occidentalis,116.83,104.17,NA,51.5,45.33,116.55,73.37,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",1137,Aquatic dive,Aquatic predator,Wetland,75.4
Charadriiformes,Alcidae,Aethia_cristatella,Aethia_cristatella,53.1,45.08,NA,29.65,34.63,56.13,28.19,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",259.4,Aquatic dive,Aquatic predator,Marine,61
Charadriiformes,Alcidae,Aethia_pusilla,Aethia_pusilla,34.51,28.79,NA,18.79,22.56,36.86,18.41,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",84,Aquatic dive,Aquatic predator,Marine,37.7
Anseriformes,Anatidae,Aix_sponsa,Aix_sponsa,71.64,58.72,NA,45.91,42.49,64.55,35.7,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",657.6,NA,Omnivore,Wetland,108.5
Charadriiformes,Alcidae,Alca_torda,Alca_torda,81.32,65.1,NA,42.74,44.5,75.65,34.94,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",726,Aquatic dive,Aquatic predator,Marine,116.5
Charadriiformes,Alcidae,Alle_alle,Alle_alle,41,34.32,NA,22.24,26.71,43.24,19.77,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",180.7,Aquatic dive,Aquatic predator,Marine,59.5
Psittaciformes,Psittacidae,Amazona_ochrocephala,Amazona_ochrocephala,62.14,74.21,NA,41.28,52.55,70.18,25.54,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",476.9,NA,Omnivore,Forest,60.8
Anseriformes,Anatidae,Anas_acuta,Anas_acuta,86,75.9,NA,52.76,44.54,75.9,41.04,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",944.6,Herbivore aquatic surface,Herbivore aquatic,Wetland,148.4
Anseriformes,Anatidae,Anas_americana,Anas_americana,82.37,71.06,NA,51.9,44.81,74.3,39.55,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",754.61,NA,NA,NA,NA
Anseriformes,Anatidae,Anas_clypeata,Anas_clypeata,75.14,65.34,NA,46.25,39.54,65.88,36.61,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",612.56,Aquatic surface,NA,NA,NA
Anseriformes,Anatidae,Anas_crecca,Anas_crecca,59.44,52.15,NA,37.43,33.83,56.91,30.58,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",341.9,Herbivore aquatic surface,Herbivore aquatic,Wetland,96.6
Anseriformes,Anatidae,Anas_cyanoptera,Anas_cyanoptera,66.69,56.72,NA,40.75,36.08,60.96,34.02,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",377.45,Herbivore aquatic surface,NA,NA,NA
Anseriformes,Anatidae,Anas_gibberifrons,Anas_gibberifrons,70.78,62.21,NA,43.5,39.26,64.74,36.53,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",488.1,Aquatic surface,Aquatic predator,Wetland,85.2
Anseriformes,Anatidae,Anas_platyrhynchos,Anas_platyrhynchos,88.64,76.98,NA,56.88,49.27,78.02,44.11,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",843.4,Herbivore aquatic surface,Herbivore aquatic,Wetland,133.5
Anseriformes,Anatidae,Anas_strepera,Anas_strepera,86.61,75.05,NA,53.78,45.31,76.53,41.39,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",915.58,Herbivore aquatic surface,NA,NA,NA
Suliformes,Anhingidae,Anhinga_anhinga,Anhinga_anhinga,124.35,113.01,NA,64.73,55.01,84.25,39.82,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",1235,Aquatic dive,Aquatic predator,Wetland,66.6
Charadriiformes,Laridae,Anous_stolidus,Anous_stolidus,66.32,77.31,NA,40.78,28.2,45.75,25.82,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",177.8,Aquatic aerial,Aquatic predator,Marine,160.8
Anseriformes,Anatidae,Anser_albifrons,Anser_albifrons,153.01,146.9,NA,86.22,72.7,126.88,77.75,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",2506.4,Herbivore ground,Herbivore terrestrial,Grassland,213.8
Passeriformes,Motacillidae,Anthus_novaeseelandiae,Anthus_novaeseelandiae,20.79,26.3,NA,13.82,17.67,30.97,24.44,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",24.1,Invertivore ground,Invertivore,Grassland,19.7
Passeriformes,Corvidae,Aphelocoma_coerulescens,Aphelocoma_coerulescens,30.12,34.36,NA,18.63,31.29,52.17,39.77,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",77.1,NA,Omnivore,Shrubland,20.6
Sphenisciformes,Spheniscidae,Aptenodytes_forsteri,Aptenodytes_forsteri,132.71,90.77,NA,73.17,121.45,201.02,45.67,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",33569.3,Aquatic dive,Aquatic predator,Marine,6.7
Sphenisciformes,Spheniscidae,Aptenodytes_patagonicus,Aptenodytes_patagonicus,111.72,86.57,NA,71.92,99.04,177.74,48.35,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",11731.1,Aquatic dive,Aquatic predator,Marine,6.2
Accipitriformes,Accipitridae,Aquila_chrysaetos,Aquila_chrysaetos,192.97,219.17,NA,107.23,128.26,165.83,107.02,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",4248,Vertivore air to surface,Vertivore,Grassland,221.2
Pelecaniformes,Ardeidae,Ardea_alba,Casmerodius_albus,138.97,164.08,NA,73.86,78.22,211.67,162.48,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",871.33,Aquatic ground,NA,NA,NA
Piciformes,Ramphastidae,Aulacorhynchus_prasinus,Aulacorhynchus_prasinus,35.68,45.34,NA,17.78,34.08,54.43,33.97,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",170.6,Fugivore glean,Frugivore,Forest,16.7
Passeriformes,Remizidae,Auriparus_flaviceps,Auriparus_flaviceps,13.05,15.64,NA,8.35,11.46,20.92,16.11,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",6.8,Invertivore glean arboreal,Invertivore,Shrubland,7.6
Anseriformes,Anatidae,Aythya_affinis,Aythya_affinis,80.83,71.31,NA,44.77,44.09,71.58,36.95,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",819.5,Aquatic dive,Aquatic predator,Wetland,101
Anseriformes,Anatidae,Aythya_americana,Aythya_americana,84.72,75.16,NA,49.57,44.51,74.37,38.92,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",1075.7,Herbivore aquatic surface,Herbivore aquatic,Wetland,104.6
Anseriformes,Anatidae,Aythya_australis,Aythya_australis,88.44,77.16,NA,47.78,47.23,74.49,38.32,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",869.4,Aquatic dive,Aquatic predator,Wetland,100.1
Anseriformes,Anatidae,Aythya_collaris,Aythya_collaris,76.4,66.12,NA,41.79,43.45,66.6,34.24,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",704.6,Herbivore aquatic dive,Herbivore aquatic,Wetland,92.6
Anseriformes,Anatidae,Aythya_fuligula,Aythya_fuligula,77.81,68.95,NA,41.99,41.69,67.44,33.95,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",701.2,Herbivore aquatic dive,Herbivore aquatic,Wetland,99
Anseriformes,Anatidae,Aythya_marila,Aythya_marila,87.4,76.29,NA,47.17,47.22,77.28,38.08,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",1005.4,Aquatic dive,Aquatic predator,Wetland,104.1
Anseriformes,Anatidae,Aythya_valisineria,Aythya_valisineria,94.73,83.58,NA,51.62,50.6,85.79,44.84,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",1202,Herbivore aquatic dive,Herbivore aquatic,Wetland,93.4
Anseriformes,Anatidae,Biziura_lobata,Biziura_lobata,113.46,97.01,NA,53.31,60.39,103.95,49.1,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",1928.5,Aquatic dive,Aquatic predator,Wetland,85.9
Passeriformes,Bombycillidae,Bombycilla_cedrorum,Bombycilla_cedrorum,19.98,25.29,NA,14.52,18.82,27.59,16.35,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",31.6,Fugivore glean,Frugivore,Woodland,33.5
Charadriiformes,Alcidae,Brachyramphus_brevirostris,Brachyramphus_brevirostris,50.38,40.93,NA,27.49,24.37,41.19,16.85,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",234,Aquatic dive,Aquatic predator,Marine,73.6
Charadriiformes,Alcidae,Brachyramphus_marmoratus,Brachyramphus_marmoratus,47.92,36.3,NA,25.12,23.9,40.79,16.99,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",220,Aquatic dive,Aquatic predator,Marine,72.2
Anseriformes,Anatidae,Branta_bernicla,Branta_bernicla,122.27,115.15,NA,65.31,60.58,103.57,61.7,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",1277.9,Herbivore ground,Herbivore terrestrial,Grassland,167.7
Anseriformes,Anatidae,Branta_canadensis,Branta_canadensis,155.26,149.75,NA,80.9,74.72,131.91,82.32,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",2811.7,Herbivore ground,Herbivore terrestrial,Grassland,206.5
Anseriformes,Anatidae,Bucephala_albeola,Bucephala_albeola,62.25,53.53,NA,36.8,38.71,55.88,32.74,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",397.5,Aquatic dive,Aquatic predator,Wetland,75
Anseriformes,Anatidae,Bucephala_clangula,Bucephala_clangula,78.18,67.42,NA,46.41,48.85,71.35,38.49,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",918.6,Aquatic dive,Aquatic predator,Wetland,105.4
Charadriiformes,Burhinidae,Burhinus_bistratus,Burhinus_bistriatus,98.23,110.35,NA,46.76,59.22,128.2,116.66,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",787,Invertivore ground,Invertivore,Grassland,105.7
Anseriformes,Anatidae,Cairina_scutulata,Cairina_scutulata,124.95,112.38,NA,72.42,67.73,99.81,58.15,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",2937.39,NA,NA,NA,NA
Charadriiformes,Scolopacidae,Calidris_mauri,Calidris_mauri,23.81,24.78,NA,14.8,16.76,34.57,22.3,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",27.8,Aquatic ground,Aquatic predator,Shrubland,45.5
Galliformes,Odontophoridae,Callipepla_californica,Callipepla_californica,34.48,30.47,NA,17.58,42.53,58.25,33.74,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",165.7,NA,Omnivore,Shrubland,28.3
Passeriformes,Cardinalidae,Cardinalis_cardinalis,Cardinalis_cardinalis,22.52,25.78,NA,13.67,21.45,34.21,23.44,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",42.6,NA,Omnivore,Shrubland,14.2
Cathartiformes,Cathartidae,Cathartes_aura,Cathartes_aura,156.44,185.91,NA,87.98,74.87,123.73,67.58,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",1518.2,Scavenger ground,Scavenger,Human Modified,135.6
Charadriiformes,Scolopacidae,Catoptrophus_semipalmatus,Catoptrophorus_semipalmatus,64.44,70.18,NA,39.26,41.63,73.18,65.57,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",245.7,Aquatic ground,NA,NA,NA
Galliformes,Phasianidae,Centrocercus_urophasianus,Centrocercus_urophasianus,81.24,84.59,NA,44.56,74.95,90.63,46.96,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",1902.5,Herbivore ground,Herbivore terrestrial,Shrubland,115.6
Charadriiformes,Alcidae,Cepphus_columba,Cepphus_columba,66.12,55.59,NA,36.84,40.15,68.84,34.72,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",530,Aquatic dive,Aquatic predator,Marine,69.2
Charadriiformes,Alcidae,Cepphus_grylle,Cepphus_grylle,60,51.62,NA,33.71,35.5,58.87,29.99,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",378,Aquatic dive,Aquatic predator,Marine,66.5
Charadriiformes,Alcidae,Cerorhinca_monocerata,Cerorhinca_monocerata,67.24,54.9,NA,36.04,39.89,63.26,28.75,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",482.2,Aquatic dive,Aquatic predator,Marine,92.9
Passeriformes,Certhiidae,Certhia_americana,Certhia_americana,12.33,15.49,NA,9.5,10.28,16.77,14.89,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",8.1,Invertivore bark,Invertivore,Forest,15.3
Coraciiformes,Alcedinidae,Megaceryle_alcyon,Megaceryle_alcyon,48.81,60.27,NA,27.11,26.99,37.16,11.12,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",148,Aquatic perch,Aquatic predator,Riverine,53.2
Charadriiformes,Charadriidae,Charadrius_vociferus,Charadrius_vociferus,38.72,43.29,NA,26.02,26.64,50.12,35.67,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",96.4,NA,Omnivore,Wetland,83.5
Anseriformes,Anatidae,Chen_caerulescens,Chen_caerulescens,152.2,151.37,NA,85.19,75.35,134.22,83.94,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",2636.15,Herbivore ground,NA,NA,NA
Anseriformes,Anatidae,Chen_canagica,Chen_canagica,141.68,135.11,NA,79.41,74.14,122.81,71.15,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",2136.49,NA,NA,NA,NA
Anseriformes,Anatidae,Chen_rossii,Chen_rossii,127.64,126.1,NA,71.99,61.52,111.88,70.46,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",1635.99,Herbivore ground,NA,NA,NA
Passeriformes,Pipridae,Chiroxiphia_linearis,Chiroxiphia_linearis,19.31,25.57,NA,12.33,16.71,24.42,19.01,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",17.4,Fugivore aerial,Frugivore,Woodland,6.8
Anseriformes,Anatidae,Chloephaga_melanoptera,Chloephaga_melanoptera,160.53,162.66,NA,88.59,88.04,156.27,97.25,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",2037,Herbivore ground,Herbivore terrestrial,Wetland,152.8
Caprimulgiformes,Caprimulgidae,Chordeiles_acutipennis,Chordeiles_acutipennis,34.14,44.39,NA,24.41,19.02,26.28,13.97,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",48.4,Invertivore aerial,Invertivore,Shrubland,92.5
Passeriformes,Cinclidae,Cinclus_mexicanus,Cinclus_mexicanus,22.68,26.96,NA,17.45,21.06,38.47,29.64,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",56.7,Generalist,Aquatic predator,Riverine,23.6
Anseriformes,Anatidae,Clangula_hyemalis,Clangula_hyemalis,72.18,64.55,NA,44.91,41.28,67.79,34.72,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",871,Aquatic dive,Aquatic predator,Wetland,108.5
Passeriformes,Fringillidae,Coccothraustes_vespertinus,Coccothraustes_vespertinus,23.51,28.56,NA,17.64,22.34,33.53,21.09,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",57.3,NA,NA,NA,NA
Cuculiformes,Cuculidae,Coccyzus_americanus,Coccyzus_americanus,29.87,28.54,NA,15.49,27.46,38.26,24.76,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",64,Invertivore glean arboreal,Invertivore,Forest,62.4
Passeriformes,Thraupidae,Cyclorrhynchus_psittacula,Camarhynchus_psittacula,55.25,48.64,NA,30.86,33.94,55.59,29.56,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",18.7,Invertivore glean arboreal,NA,NA,NA
Anseriformes,Anatidae,Cygnus_atratus,Cygnus_atratus,238.35,221.84,NA,110.72,87.01,169.42,99.04,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",5623.2,Herbivore aquatic surface,Herbivore aquatic,Wetland,206
Anseriformes,Anatidae,Cygnus_columbianus,Cygnus_columbianus,248.85,226.07,NA,114.08,89.19,172.88,101.19,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",6378,Herbivore aquatic surface,Herbivore aquatic,Wetland,243.8
Anseriformes,Anatidae,Dendrocygna_autumnalis,Dendrocygna_autumnalis,100.21,102.87,NA,55.81,54.31,95.74,60.44,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",755.3,Herbivore ground,Herbivore terrestrial,Wetland,79.1
Anseriformes,Anatidae,Dendrocygna_bicolor,Dendrocygna_bicolor,95.19,99.07,NA,50.33,50.68,88.43,56.12,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",756.4,NA,Omnivore,Wetland,65.5
Anseriformes,Anatidae,Dendrocygna_javanica,Dendrocygna_javanica,89.14,93.27,NA,46.2,46.18,79.14,49.76,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",519.6,Generalist,Herbivore aquatic,Wetland,62.8
Passeriformes,Mimidae,Dumetella_carolinensis,Dumetella_carolinensis,21.96,25.33,NA,14.13,22.11,38.02,27.54,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",35.3,Invertivore glean arboreal,Invertivore,Shrubland,16.8
Passeriformes,Tyrannidae,Empidonax_difficilis,Empidonax_difficilis,15.03,20.5,NA,10.49,13.05,22.9,17.63,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",10.7,Invertivore sally air,Invertivore,Forest,14.1
Passeriformes,Alaulidae,Eremophila_alpestris,Eremophila_alpestris,22.23,27.22,NA,15.01,18.09,28.34,22.03,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",33.3,NA,Omnivore,Grassland,41.7
Sphenisciformes,Spheniscidae,Eudyptes_chrysocome,Eudyptes_chrysocome,59.65,42.08,NA,34.14,64.48,98.81,26.84,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",2327.9,Aquatic dive,Aquatic predator,Marine,6.3
Sphenisciformes,Spheniscidae,Eudyptes_chrysolophus,Eudyptes_chrysolophus,72.99,55.74,NA,46.4,77.85,119.27,31.98,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",4485.1,Aquatic dive,Aquatic predator,Marine,6.7
Sphenisciformes,Spheniscidae,Eudyptula_minor,Eudyptula_minor,47.22,33.56,NA,26.71,52.92,74.43,23.55,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",1107.8,Aquatic dive,Aquatic predator,Marine,3.8
Falconiformes,Falconidae,Falco_sparverius,Falco_sparverius,44.04,49.42,NA,28.33,37.18,50.36,36.58,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",114.6,NA,Omnivore,Grassland,77.9
Passeriformes,Muscicapidae,Ficedula_narcissina,Ficedula_narcissina,17.57,21.45,NA,12.36,17.81,32.3,26.53,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",13.1,Invertivore glean arboreal,Invertivore,Forest,22.6
Charadriiformes,Alcidae,Fratercula_arctica,Fratercula_arctica,65.49,51.86,NA,36.76,39.72,63.56,28.31,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",593,Aquatic dive,Aquatic predator,Marine,83.8
Charadriiformes,Alcidae,Fratercula_cirrhata,Fratercula_cirrhata,77.2,61.57,NA,45.48,47.92,76.78,35.2,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",774.4,Aquatic dive,Aquatic predator,Marine,96.6
Charadriiformes,Alcidae,Fratercula_corniculata,Fratercula_corniculata,70.5,57.17,NA,38.13,42.29,65.51,29.61,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",536.1,Aquatic dive,Aquatic predator,Marine,96.8
Suliformes,Fregatidae,Fregata_minor,Fregata_minor,187.89,244.7,NA,74.17,50.68,67.69,19.7,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",1274.7,Aquatic aerial,Aquatic predator,Marine,364.5
Procellariiformes,Procellariidae,Fulmarus_glacialis,Fulmarus_glacialis,106.19,102.24,NA,37.02,44.72,83.75,50.46,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",611.9,Aquatic surface,Aquatic predator,Marine,162.5
Galbuliformes,Galbulidae,Galbula_ruficauda,Galbula_ruficauda,23.17,30.09,NA,17.19,14.81,21.35,13.01,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",26.5,Invertivore sally air,Invertivore,Forest,16.6
Charadriiformes,Scolopacidae,Gallinago_gallinago,Gallinago_gallinago,37.71,39.59,NA,19.22,31.93,51.14,33.11,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",112.9,Aquatic ground,Aquatic predator,Wetland,56.6
Gaviiformes,Gaviidae,Gavia_adamsii,Gavia_adamsii,201.11,162.04,NA,78.9,60.97,147.79,90.9,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",4944.3,Aquatic dive,Aquatic predator,Wetland,190.2
Gaviiformes,Gaviidae,Gavia_arctica,Gavia_arctica,141.91,113.77,NA,55.53,41.45,110.69,69.3,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",2251.1,Aquatic dive,Aquatic predator,Wetland,145.3
Gaviiformes,Gaviidae,Gavia_immer,Gavia_immer,180.94,145.99,NA,71.17,53.95,135.78,84.54,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",4956.8,Aquatic dive,Aquatic predator,Wetland,178
Gaviiformes,Gaviidae,Gavia_pacifica,Gavia_pacifica,149.55,120.69,NA,59.08,42.84,114.3,73.53,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",2251.1,Aquatic dive,Aquatic predator,Wetland,139
Gaviiformes,Gaviidae,Gavia_stellata,Gavia_stellata,141.84,114.88,NA,54.55,39,116.93,75.68,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",1486,Aquatic dive,Aquatic predator,Wetland,130.7
Strigiformes,Strigidae,Glaucidium_gnoma,Glaucidium_gnoma,33.43,38.8,NA,22.06,27.53,37.03,19.48,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",61.3,Invertivore sally ground,Invertivore,Forest,17.4
Gruiformes,Gruidae,Grus_canadensis,Grus_canadensis,188.54,210.95,NA,69.39,107.1,218.84,186.12,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",4296.22,NA,NA,NA,NA
Charadriiformes,Laridae,Gygis_alba,Gygis_alba,47.93,58.43,NA,22.69,22.93,29.16,12.53,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",117,Aquatic aerial,Aquatic predator,Marine,169.2
Charadriiformes,Haematopodidae,Haematopus_palliatus,Haematopus_palliatus,81.01,89.22,NA,39.4,54.5,90.95,58.32,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",601.5,Aquatic ground,Aquatic predator,Coastal,117.5
Charadriiformes,Recurvirostridae,Himantopus_mexicanus,Himantopus_mexicanus,54.04,59.78,NA,22.19,32.05,110.36,103.44,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",176.82,Aquatic ground,NA,NA,NA
Anseriformes,Anatidae,Histrionicus_histrionicus,Histrionicus_histrionicus,65.18,56.27,NA,42.39,42.56,68.41,36.75,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",561.6,Aquatic dive,Aquatic predator,Marine,95
Charadriiformes,Jacanidae,Jacana_spinosa,Jacana_spinosa,39.96,44.85,NA,21.18,29.94,77.95,57.34,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",94,Aquatic ground,Aquatic predator,Wetland,28.3
Passeriformes,Laniidae,Lanius_ludovicianus,Lanius_ludovicianus,24.31,28.87,NA,21.81,22.73,36.76,27.17,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",51.6,Invertivore sally ground,Invertivore,Shrubland,21.7
Charadriiformes,Laridae,Larus_californicus,Larus_californicus,112.59,128.47,NA,42.6,47.9,89.32,55.87,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",683.4,NA,Omnivore,Coastal,220.2
Charadriiformes,Laridae,Larus_canus,Larus_canus,92.63,103.82,NA,35.97,40.8,70.69,51.02,Unknown,"Hini?-Frlog S. & Motani R., 2010. J.Evol.Biol., 23: 372-385.",412.5,NA,Omnivore,Coastal,206.2
