Order,Family,Species,JetzTreeName,Humerus_length_mm,Ulna_length_mm,Radius_length_mm,Carpometacarpus_length_mm,Femur_length_mm,Tibiotarsus_length_mm,Tarsometatarsus_length_mm,Spec_no.,Reference,Body_mass_g,Foraging_niche,TrophicEcology,Habitat,Kipps.dist
Gaviiformes,Gaviidae,Gavia_immer,Gavia_immer,185,NA,153,96.7,57.6,147,91.3,MCZ_7915,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",4956.8,Aquatic dive,Aquatic predator,Wetland,178
Gaviiformes,Gaviidae,Gavia_immer,Gavia_immer,200,NA,160,105.4,57.8,149,93.6,MCZ_7916,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",4956.8,Aquatic dive,Aquatic predator,Wetland,178
Gaviiformes,Gaviidae,Gavia_immer,Gavia_immer,191,NA,151,99.6,56.5,146,88.3,MCZ_7917,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",4956.8,Aquatic dive,Aquatic predator,Wetland,178
Gaviiformes,Gaviidae,Gavia_immer,Gavia_immer,194,NA,154,102.1,56.5,145,92.4,MCZ_7918,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",4956.8,Aquatic dive,Aquatic predator,Wetland,178
Gaviiformes,Gaviidae,Gavia_immer,Gavia_immer,190,NA,151,100.4,56.9,140,91,MCZ_7919,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",4956.8,Aquatic dive,Aquatic predator,Wetland,178
Gaviiformes,Gaviidae,Gavia_immer,Gavia_immer,204,NA,163,105,61.3,154,95.1,MCZ_7920,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",4956.8,Aquatic dive,Aquatic predator,Wetland,178
Gaviiformes,Gaviidae,Gavia_immer,Gavia_immer,193,NA,155,99.2,55.5,146,91.1,MCZ_7921,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",4956.8,Aquatic dive,Aquatic predator,Wetland,178
Gaviiformes,Gaviidae,Gavia_immer,Gavia_immer,180,NA,145,93.2,52.8,135,84.3,MCZ_7939,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",4956.8,Aquatic dive,Aquatic predator,Wetland,178
Gaviiformes,Gaviidae,Gavia_immer,Gavia_immer,180,NA,145,96,54.1,138,88.6,MCZ_7940,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",4956.8,Aquatic dive,Aquatic predator,Wetland,178
Gaviiformes,Gaviidae,Gavia_immer,Gavia_immer,181,NA,154,99,55.9,138,88.5,MCZ_7941,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",4956.8,Aquatic dive,Aquatic predator,Wetland,178
Gaviiformes,Gaviidae,Gavia_immer,Gavia_immer,194,NA,157,98.9,55.9,140,89.2,MCZ_7942,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",4956.8,Aquatic dive,Aquatic predator,Wetland,178
Gaviiformes,Gaviidae,Gavia_immer,Gavia_immer,211,NA,167,111,63.5,154,101.8,MCZ_7943,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",4956.8,Aquatic dive,Aquatic predator,Wetland,178
Gaviiformes,Gaviidae,Gavia_immer,Gavia_immer,185,NA,145,93.4,57.3,138,89.1,MCZ_7944,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",4956.8,Aquatic dive,Aquatic predator,Wetland,178
Gaviiformes,Gaviidae,Gavia_immer,Gavia_immer,210,NA,165,108.8,62.3,153,100.1,MCZ_7945,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",4956.8,Aquatic dive,Aquatic predator,Wetland,178
Gaviiformes,Gaviidae,Gavia_immer,Gavia_immer,208,NA,167,110,62.9,160,97.7,MCZ_7946,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",4956.8,Aquatic dive,Aquatic predator,Wetland,178
Gaviiformes,Gaviidae,Gavia_immer,Gavia_immer,211,NA,164,108.5,65.8,155,96.1,MCZ_7947,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",4956.8,Aquatic dive,Aquatic predator,Wetland,178
Gaviiformes,Gaviidae,Gavia_immer,Gavia_immer,205,NA,158,104.1,63.5,151,93.2,MCZ_7948,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",4956.8,Aquatic dive,Aquatic predator,Wetland,178
Gaviiformes,Gaviidae,Gavia_immer,Gavia_immer,184,NA,148,95.9,55.3,140,88.6,MCZ_7950,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",4956.8,Aquatic dive,Aquatic predator,Wetland,178
Gaviiformes,Gaviidae,Gavia_immer,Gavia_immer,192,NA,153,100.5,58.8,146,94.2,MCZ_7951,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",4956.8,Aquatic dive,Aquatic predator,Wetland,178
Gaviiformes,Gaviidae,Gavia_immer,Gavia_immer,176,NA,139,91.4,53.1,131,82.9,MCZ_7952,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",4956.8,Aquatic dive,Aquatic predator,Wetland,178
Gaviiformes,Gaviidae,Gavia_immer,Gavia_immer,173,NA,136.4,90.7,50.2,129,82.2,MCZ_7956,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",4956.8,Aquatic dive,Aquatic predator,Wetland,178
Gaviiformes,Gaviidae,Gavia_immer,Gavia_immer,208,NA,171,109,64.2,159,98,MCZ_7957,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",4956.8,Aquatic dive,Aquatic predator,Wetland,178
Gaviiformes,Gaviidae,Gavia_stellata,Gavia_stellata,140.5,NA,111.4,76.7,36.7,113.6,70.9,MCZ_7009,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1486,Aquatic dive,Aquatic predator,Wetland,130.7
Gaviiformes,Gaviidae,Gavia_stellata,Gavia_stellata,138.3,NA,107.8,73.1,38.6,113.9,71.6,MCZ_6996,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1486,Aquatic dive,Aquatic predator,Wetland,130.7
Gaviiformes,Gaviidae,Gavia_stellata,Gavia_stellata,136.6,NA,108.6,67,40.3,114.4,72.4,MCZ_6531,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1486,Aquatic dive,Aquatic predator,Wetland,130.7
Gaviiformes,Gaviidae,Gavia_stellata,Gavia_stellata,128.5,NA,104.5,70.7,38.3,110.7,70.9,MCZ_6913,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1486,Aquatic dive,Aquatic predator,Wetland,130.7
Sphenisciformes,Spheniscidae,Aptenodytes_patagonicus,Aptenodytes_patagonicus,110,NA,82.2,68,92.9,170,43.2,MCZ_7208,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",11731.1,Aquatic dive,Aquatic predator,Marine,6.2
Sphenisciformes,Spheniscidae,Aptenodytes_patagonicus,Aptenodytes_patagonicus,115,NA,83.5,71.2,115,176,46.7,MCZ_7478,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",11731.1,Aquatic dive,Aquatic predator,Marine,6.2
Sphenisciformes,Spheniscidae,Eudyptes_chrysolophus,Eudyptes_chrysolophus,59.4,NA,44.2,35.3,63.3,108.3,26.1,MCZ_6022,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",4485.1,Aquatic dive,Aquatic predator,Marine,6.7
Sphenisciformes,Spheniscidae,Eudyptes_chrysocome,Eudyptes_chrysocome,59.4,NA,44.4,37.9,66.5,105.6,27.2,MCZ_6428,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",2327.9,Aquatic dive,Aquatic predator,Marine,6.3
Sphenisciformes,Spheniscidae,Eudyptula_minor,Eudyptula_minor,46.7,NA,31.3,25.3,52.2,77.2,23.6,MCZ_6025,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1107.8,Aquatic dive,Aquatic predator,Marine,3.8
Sphenisciformes,Spheniscidae,Eudyptula_minor,Eudyptula_minor,45,NA,30,25.5,48.9,73.9,22.4,MCZ_1451,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1107.8,Aquatic dive,Aquatic predator,Marine,3.8
Sphenisciformes,Spheniscidae,Eudyptula_minor,Eudyptula_minor,49.7,NA,33.3,25.5,50.2,70.1,23.2,YPM_13356,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1107.8,Aquatic dive,Aquatic predator,Marine,3.8
Sphenisciformes,Spheniscidae,Megadyptes_antipodes,Megadyptes_antipodes,73.7,NA,57.7,43.7,80.5,120.5,35.5,YPM_13392,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",5326.2,Aquatic dive,Aquatic predator,Marine,9
Sphenisciformes,Spheniscidae,Spheniscus_demersus,Spheniscus_demersus,67.1,NA,47.6,39.9,70.4,101.1,28.5,YPM_15882,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",3130.1,Aquatic dive,Aquatic predator,Marine,3.6
Sphenisciformes,Spheniscidae,Spheniscus_humboldti,Spheniscus_humboldti,69.2,NA,46.5,39.7,75.9,113.2,32.1,MCZ_7040,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",4366.4,Aquatic dive,Aquatic predator,Marine,4.6
Sphenisciformes,Spheniscidae,Spheniscus_humboldti,Spheniscus_humboldti,70.8,NA,47.9,40.3,77.9,112.7,32.3,MCZ_6957,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",4366.4,Aquatic dive,Aquatic predator,Marine,4.6
Sphenisciformes,Spheniscidae,Spheniscus_humboldti,Spheniscus_humboldti,76.1,NA,50.8,42.1,83.2,119.7,34.7,MCZ_7571,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",4366.4,Aquatic dive,Aquatic predator,Marine,4.6
Sphenisciformes,Spheniscidae,Spheniscus_mendiculus,Spheniscus_mendiculus,54.2,NA,37.1,30.5,56.3,83.7,22.9,MCZ_3638,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1921.9,Aquatic dive,Aquatic predator,Marine,4
Procellariiformes,Diomedeidae,Thalassarche_chrysostoma,Thalassarche_chrysostoma,264,NA,263,104,82,157,84,MCZ_5006,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",3499,Aquatic surface,Aquatic predator,Marine,341
Procellariiformes,Diomedeidae,Diomedea_exulans,Diomedea_exulans,438,NA,447,150,109,224,126,MCZ_408,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",6961.3,Aquatic surface,Aquatic predator,Marine,417.8
Procellariiformes,Diomedeidae,Diomedea_exulans,Diomedea_exulans,394,NA,397,145,98,197,109,MCZ_2481,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",6961.3,Aquatic surface,Aquatic predator,Marine,417.8
Procellariiformes,Diomedeidae,Diomedea_exulans,Diomedea_exulans,398,NA,405,142,99,202,107,MCZ_6191,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",6961.3,Aquatic surface,Aquatic predator,Marine,417.8
Procellariiformes,Diomedeidae,Phoebastria_immutabilis,Phoebastria_immutabilis,247,NA,256,99,78,154,89,MCZ_3050,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",3145.9,Aquatic surface,Aquatic predator,Marine,313
Procellariiformes,Diomedeidae,Phoebastria_immutabilis,Phoebastria_immutabilis,257,NA,252,102,71,142,88,MCZ_2959,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",3145.9,Aquatic surface,Aquatic predator,Marine,313
Procellariiformes,Diomedeidae,Phoebastria_nigripes,Phoebastria_nigripes,287,NA,287,108,75,157,94,MCZ_2999,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",3188.4,Aquatic surface,Aquatic predator,Marine,313.2
Procellariiformes,Diomedeidae,Phoebetria_fusca,Phoebetria_fusca,242,NA,230,98,97,165,93,MCZ_2949,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",2553.7,Aquatic surface,Aquatic predator,Marine,348.5
Procellariiformes,Diomedeidae,Phoebetria_palpebrata,Phoebetria_palpebrata,235,NA,239,92,68,136,78,MCZ_2953,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",3150,Aquatic surface,Aquatic predator,Marine,361.2
Procellariiformes,Procellariidae,Daption_capense,Daption_capense,97.5,NA,80.7,42.4,37.7,73.5,44.9,MCZ_3873,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",429.6,Aquatic surface,Aquatic predator,Marine,145.5
Procellariiformes,Procellariidae,Daption_capense,Daption_capense,89.1,NA,83.4,42.3,37.7,73.6,45.7,MCZ_6056,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",429.6,Aquatic surface,Aquatic predator,Marine,145.5
Procellariiformes,Procellariidae,Daption_capense,Daption_capense,88,NA,79,40,36,72,43,MCZ_6970,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",429.6,Aquatic surface,Aquatic predator,Marine,145.5
Procellariiformes,Procellariidae,Daption_capense,Daption_capense,89,NA,82,44,38,76,46,MCZ_2955,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",429.6,Aquatic surface,Aquatic predator,Marine,145.5
Procellariiformes,Procellariidae,Fulmarus_glacialis,Fulmarus_glacialis,97.2,NA,90.3,47.5,41.8,76.4,44.6,MCZ_4079,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",611.9,Aquatic surface,Aquatic predator,Marine,162.5
Procellariiformes,Procellariidae,Fulmarus_glacialis,Fulmarus_glacialis,106,NA,98,50,42,72,49,MCZ_4078,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",611.9,Aquatic surface,Aquatic predator,Marine,162.5
Procellariiformes,Procellariidae,Fulmarus_glacialis,Fulmarus_glacialis,102,NA,96,49,41,77,47,MCZ_4090,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",611.9,Aquatic surface,Aquatic predator,Marine,162.5
Procellariiformes,Procellariidae,Fulmarus_glacialis,Fulmarus_glacialis,107,NA,102,51,44,85,51,MCZ_5011,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",611.9,Aquatic surface,Aquatic predator,Marine,162.5
Procellariiformes,Oceanitidae,Fregetta_grallaria,Fregetta_grallaria,25.5,NA,21.5,17,17.5,47.5,36,MCZ_6756,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",50.6,Aquatic aerial,Aquatic predator,Marine,98.4
Procellariiformes,Oceanitidae,Fregetta_grallaria,Fregetta_grallaria,25.5,NA,21.5,17,17.5,48,35,MCZ_6752,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",50.6,Aquatic aerial,Aquatic predator,Marine,98.4
Procellariiformes,Oceanitidae,Oceanites_oceanicus,Oceanites_oceanicus,22.5,NA,19.5,15.5,15,47,34,MCZ_2984,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",30.4,Aquatic aerial,Aquatic predator,Marine,86.6
Procellariiformes,Oceanitidae,Oceanites_oceanicus,Oceanites_oceanicus,23,NA,19.5,15.5,15.5,47,34.5,MCZ_6722,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",30.4,Aquatic aerial,Aquatic predator,Marine,86.6
Procellariiformes,Hydrobatidae,Oceanodroma_leucorhoa,Oceanodroma_leucorhoa,37,NA,35,21,15.5,34.5,24,MCZ_7883,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",36.71,Aquatic aerial,NA,NA,NA
Procellariiformes,Hydrobatidae,Oceanodroma_leucorhoa,Oceanodroma_leucorhoa,37.5,NA,35.5,21,17,35,26,MCZ_6058,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",36.71,Aquatic aerial,NA,NA,NA
Procellariiformes,Pelecanoididae,Pelecanoides_urinatrix,Pelecanoides_urinatrix,56.9,NA,52.3,29.7,24.8,47,31,MCZ_1430,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",152.1,Aquatic dive,Aquatic predator,Marine,56.8
Phaethontiformes,Phaethontidae,Phaethon_lepturus,Phaethon_lepturus,81.8,NA,83.3,42.3,29.1,43.8,22,MCZ_2073,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",328,Aquatic plunge,Aquatic predator,Marine,188.5
Phaethontiformes,Phaethontidae,Phaethon_lepturus,Phaethon_lepturus,83.8,NA,85,42.5,30.5,46.1,22.2,MCZ_1765,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",328,Aquatic plunge,Aquatic predator,Marine,188.5
Pelecaniformes,Pelecanidae,Pelecanus_erythrorhynchos,Pelecanus_erythrorhynchos,315,NA,347,143,108.4,183,126.4,MCZ_7480,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",5608.5,Aquatic surface,Aquatic predator,Wetland,251
Pelecaniformes,Pelecanidae,Pelecanus_erythrorhynchos,Pelecanus_erythrorhynchos,317,NA,344,150,119,181,121,MCZ_2914,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",5608.5,Aquatic surface,Aquatic predator,Wetland,251
Pelecaniformes,Pelecanidae,Pelecanus_occidentalis,Pelecanus_occidentalis,271,NA,315,126,88.1,119.8,78.5,MCZ_1448,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",3427.8,Aquatic plunge,Aquatic predator,Marine,241
Pelecaniformes,Pelecanidae,Pelecanus_occidentalis,Pelecanus_occidentalis,268,NA,323,125,90.8,122.1,80.2,MCZ_1956,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",3427.8,Aquatic plunge,Aquatic predator,Marine,241
Suliformes,Phalacrocoracidae,Phalacrocorax_auritus,Phalacrocorax_auritus,141.5,NA,144.3,67.9,60.9,98.5,60.6,MCZ_7537,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1806.49,Aquatic dive,NA,NA,NA
Suliformes,Phalacrocoracidae,Phalacrocorax_bougainvillii,Phalacrocorax_bougainvillii,153.5,NA,163,67.6,56.5,107.5,60.7,MCZ_6953,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",2485,Aquatic dive,NA,NA,NA
Suliformes,Phalacrocoracidae,Phalacrocorax_carbo,Phalacrocorax_carbo,160,NA,166,76.1,61.7,105.7,65,MCZ_1447,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",2529,Aquatic dive,Aquatic predator,Wetland,124.2
Suliformes,Phalacrocoracidae,Phalacrocorax_urile,Phalacrocorax_urile,139.5,NA,146,65.7,64.2,107.4,57,MCZ_722,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",2117.66,Aquatic dive,NA,NA,NA
Suliformes,Anhingidae,Anhinga_anhinga,Anhinga_anhinga,108,NA,103.1,60.5,54.4,80.2,40.9,MCZ_1483,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1235,Aquatic dive,Aquatic predator,Wetland,66.6
Suliformes,Anhingidae,Anhinga_anhinga,Anhinga_anhinga,130.5,NA,111.8,65.2,59.4,87.5,60,MCZ_3615,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1235,Aquatic dive,Aquatic predator,Wetland,66.6
